Day,Day of Year (Day),Duration (min),Fixture,Flow Rate (gpm),Mains Temperature (deg F),Start Time of Year (hr),Start time (hr),Fraction Hot Water,Hot Water Flow Rate (gpm),Hot Water Volume (gal),End Time of Year (hr),Type,Volume (gal)
2D6,174.0,6.837999999999999,SHWR,2.0,58.97749999999999,4159.31,7.3100000000004,0.8215002900620286,1.6430005801240573,11.234837966888302,4159.423966666667,1.0,13.675999999999998
2D8,174.0,3.8539999999999996,SHWR,2.0,58.97749999999999,4163.12,11.11999999999989,0.8215002900620286,1.6430005801240573,6.3321242357981165,4163.184233333333,1.0,7.707999999999999
2D8,174.0,7.957000000000001,SHWR,1.474,58.97749999999999,4172.58,20.579999999999927,0.8215002900620286,1.2108914275514302,9.635063089026731,4172.712616666667,1.0,11.728618
4D2,175.0,6.832999999999999,SHWR,1.311,59.013,4183.93,7.930000000000291,0.8213871077214353,1.0768384982228016,7.358037458356403,4184.043883333334,1.0,8.958063
2D5,175.0,9.833,SHWR,1.411,59.013,4185.06,9.0600000000004,0.8213871077214353,1.1589772089949453,11.396222896047297,4185.223883333334,1.0,13.874363
2D5,175.0,6.5,SHWR,2.0,59.013,4186.68,10.680000000000291,0.8213871077214353,1.6427742154428706,10.678032400378658,4186.788333333334,1.0,13.0
2D1,176.0,5.5760000000000005,SHWR,2.0,59.083,4208.14,8.140000000000327,0.8211635102026218,1.6423270204052436,9.157615465779639,4208.232933333334,1.0,11.152000000000001
2D1,176.0,10.378,SHWR,1.916,59.083,4208.4,8.399999999999636,0.8211635102026218,1.5733492855482234,16.328218885419464,4208.572966666667,1.0,19.884248
4D3,176.0,3.406,SHWR,1.405,59.083,4212.56,12.5600000000004,0.8211635102026218,1.1537347318346836,3.9296204966289325,4212.616766666667,1.0,4.78543
4D3,176.0,1.965,SHWR,1.8880000000000001,59.083,4220.61,20.609999999999673,0.8211635102026218,1.5503567072625501,3.046450929770911,4220.64275,1.0,3.7099200000000003
4D1,177.0,15.833,SHWR,2.0,59.097500000000004,4230.41,6.4099999999998545,0.8211171235633469,1.6422342471266937,26.001494834756944,4230.673883333333,1.0,31.666
4D1,177.0,13.5,SHWR,2.0,59.097500000000004,4230.81,6.8100000000004,0.8211171235633469,1.6422342471266937,22.170162336210364,4231.035000000001,1.0,27.0
1E9,178.0,6.287999999999999,SHWR,2.0,59.119,4264.02,16.020000000000437,0.8210482990640826,1.6420965981281652,10.325503409029903,4264.1248000000005,1.0,12.575999999999999
1E5,178.0,7.119,SHWR,2.0,59.119,4266.01,18.01000000000022,0.8210482990640826,1.6420965981281652,11.690085682074407,4266.128650000001,1.0,14.238
1E7,179.0,7.513999999999999,SHWR,1.526,59.070499999999996,4283.11,11.109999999999673,0.8212034793802913,1.2531565095343244,9.416218012640913,4283.235233333333,1.0,11.466363999999999
4D7,180.0,3.275,SHWR,2.0,59.007999999999996,4302.5,6.5,0.8214030575796543,1.6428061151593085,5.380190027146735,4302.5545833333335,1.0,6.55
4D6,180.0,7.211,SHWR,1.88,59.007999999999996,4303.29,7.289999999999964,0.8214030575796543,1.54423774824975,11.135498402628947,4303.410183333333,1.0,13.55668
4D6,180.0,6.837999999999999,SHWR,1.84,59.007999999999996,4307.3,11.300000000000182,0.8214030575796543,1.511381625946564,10.334827558222603,4307.413966666667,1.0,12.581919999999998
4D6,180.0,3.6060000000000003,SHWR,1.5830000000000002,59.007999999999996,4308.82,12.819999999999709,0.8214030575796543,1.300281040148593,4.688813430775826,4308.880099999999,1.0,5.708298000000001
4D6,180.0,8.081,SHWR,1.893,59.007999999999996,4312.48,16.479999999999563,0.8214030575796543,1.5549159879982855,12.565276099014143,4312.614683333333,1.0,15.297333
4D7,180.0,0.0,SHWR,1.81,59.007999999999996,4316.63,20.63000000000011,0.8214030575796543,1.4867395342191743,0.0,4316.63,4.0,0.0
4D7,180.0,7.20499999999447,SHWR,1.632,59.007999999999996,4316.63,20.63000000000011,0.8214030575796543,1.3405297899699957,9.658517136726406,4316.750083333333,4.0,11.758559999990975
4D7,180.0,0.13099999998303247,SHWR,1.632,59.007999999999996,4316.750083333333,20.75008333333335,0.8214030575796543,1.3405297899699957,0.17560940246332396,4316.752266666666,4.0,0.21379199997230897
4D2,181.0,6.832999999999999,SHWR,1.311,59.074999999999996,4327.93,7.930000000000291,0.8211890925346447,1.0765789003129191,7.356263625838176,4328.043883333334,1.0,8.958063
2D3,182.0,2.705,SHWR,1.746,59.205,4350.21,6.210000000000036,0.8207724706514921,1.4330687337575052,3.8764509248140517,4350.2550833333335,1.0,4.72293
2D3,182.0,4.129,SHWR,2.0,59.205,4351.27,7.270000000000437,0.8207724706514921,1.6415449413029841,6.777939062640021,4351.338816666667,1.0,8.258
4D8,182.0,12.052999999999999,SHWR,1.585,59.205,4352.25,8.25,0.8207724706514921,1.3009243659826148,15.680041383188456,4352.450883333333,1.0,19.104004999999997
4D8,182.0,11.005,SHWR,1.614,59.205,4364.8,20.800000000000182,0.8207724706514921,1.3247267676315082,14.578618077784748,4364.983416666667,1.0,17.76207
4D8,182.0,8.516,SHWR,1.575,59.205,4365.73,21.729999999999563,0.8207724706514921,1.2927166412761,11.008774917107267,4365.871933333333,1.0,13.4127
4D4,183.0,9.04,SHWR,2.0,59.3455,4375.6,7.600000000000364,0.8203200100620794,1.6406400201241589,14.831385781922394,4375.750666666667,1.0,18.08
2D4,183.0,4.476,SHWR,2.0,59.3455,4376.47,8.470000000000255,0.8203200100620794,1.6406400201241589,7.343504730075735,4376.5446,1.0,8.952
4D4,183.0,5.632999999999999,SHWR,2.0,59.3455,4387.46,19.460000000000036,0.8203200100620794,1.6406400201241589,9.241725233359386,4387.553883333333,1.0,11.265999999999998
3D6,187.0,9.294,SHWR,2.0,59.534,4470.03,6.029999999999745,0.8197093715068691,1.6394187430137381,15.236757797569682,4470.1849,1.0,18.588
2D7,188.0,5.502000000000001,SHWR,1.2329999999999999,59.4925,4496.91,8.909999999999854,0.8198441652029005,1.0108678556951762,5.561794942034861,4497.0017,1.0,6.783966
2D7,188.0,8.123,SHWR,1.237,59.4925,4502.3,14.300000000000182,0.8198441652029005,1.014147232355988,8.23791796842769,4502.435383333333,1.0,10.048151
2D7,188.0,3.668,SHWR,1.881,59.4925,4504.93,16.93000000000029,0.8198441652029005,1.5421268747466559,5.656521376570734,4504.991133333334,1.0,6.899508
4D5,189.0,5.595,SHWR,2.0,59.525,4518.9,6.899999999999636,0.8197386210004507,1.6394772420009014,9.172875168995043,4518.9932499999995,1.0,11.19
4D5,189.0,6.341,SHWR,1.38,59.525,4519.18,7.180000000000291,0.8197386210004507,1.131239296980622,7.173188382154124,4519.2856833333335,1.0,8.75058
2D7,189.0,5.502000000000001,SHWR,1.2329999999999999,59.525,4520.91,8.909999999999854,0.8197386210004507,1.0107377196935556,5.561078933753944,4521.0017,1.0,6.783966
2D7,189.0,8.123,SHWR,1.237,59.525,4526.3,14.300000000000182,0.8197386210004507,1.0140166741775576,8.236857444344299,4526.435383333333,1.0,10.048151
2D7,189.0,3.668,SHWR,1.881,59.525,4528.93,16.93000000000029,0.8197386210004507,1.5419283461018478,5.655793173501578,4528.991133333334,1.0,6.899508
2D4,190.0,4.476,SHWR,2.0,59.6445,4544.47,8.470000000000255,0.8193494774683636,1.6386989549367272,7.334816522296791,4544.5446,1.0,8.952
4D9,190.0,11.005,SHWR,1.464,59.6445,4545.86,9.859999999999673,0.8193494774683636,1.1995276350136843,13.200801623325598,4546.043416666666,1.0,16.11132
4D9,190.0,13.100999999999999,SHWR,2.0,59.6445,4554.84,18.840000000000146,0.8193494774683636,1.6386989549367272,21.46859500862606,4555.05835,1.0,26.201999999999998
4D9,190.0,4.8469999999999995,SHWR,2.0,59.6445,4555.41,19.409999999999854,0.8193494774683636,1.6386989549367272,7.9427738345783165,4555.490783333334,1.0,9.693999999999999
4D9,190.0,3.668,SHWR,2.0,59.6445,4556.6,20.600000000000364,0.8193494774683636,1.6386989549367272,6.010747766707916,4556.661133333334,1.0,7.336
4D9,190.0,2.62,SHWR,2.0,59.6445,4556.79,20.789999999999964,0.8193494774683636,1.6386989549367272,4.293391261934225,4556.833666666666,1.0,5.24
6D7,191.0,3.667,SHWR,2.0,59.7855,4566.21,6.210000000000036,0.8188881543797372,1.6377763087594743,6.0057257242209925,4566.271116666667,1.0,7.334
4D5,191.0,5.595,SHWR,2.0,59.7855,4566.9,6.899999999999636,0.8188881543797372,1.6377763087594743,9.163358447509259,4566.9932499999995,1.0,11.19
4D5,191.0,6.341,SHWR,1.38,59.7855,4567.18,7.180000000000291,0.8188881543797372,1.1300656530440372,7.16574630595224,4567.2856833333335,1.0,8.75058
6D7,191.0,5.0,SHWR,1.446,59.7855,4569.89,9.890000000000327,0.8188881543797372,1.1841122712330998,5.920561356165499,4569.973333333333,1.0,7.2299999999999995
6D7,191.0,8.667,SHWR,2.0,59.7855,4579.57,19.56999999999971,0.8188881543797372,1.6377763087594743,14.194607268018364,4579.7144499999995,1.0,17.334
1E9,193.0,6.287999999999999,SHWR,2.0,59.7345,4624.02,16.020000000000437,0.8190552876568564,1.6381105753137128,10.300439297572625,4624.1248000000005,1.0,12.575999999999999
1E5,193.0,7.119,SHWR,2.0,59.7345,4626.01,18.01000000000022,0.8190552876568564,1.6381105753137128,11.66170918565832,4626.128650000001,1.0,14.238
4D1,194.0,15.833,SHWR,2.0,59.76349999999999,4638.41,6.4099999999998545,0.8189602889393789,1.6379205778787578,25.93319650955437,4638.673883333333,1.0,31.666
4D1,194.0,13.5,SHWR,2.0,59.76349999999999,4638.81,6.8100000000004,0.8189602889393789,1.6379205778787578,22.11192780136323,4639.035000000001,1.0,27.0
2D0,194.0,3.9789999999999996,SHWR,2.0,59.76349999999999,4653.08,21.079999999999927,0.8189602889393789,1.6379205778787578,6.517285979379577,4653.146316666666,1.0,7.957999999999999
2D6,195.0,6.837999999999999,SHWR,2.0,59.81699999999999,4663.31,7.3100000000004,0.8187847706721273,1.6375695413442546,11.197700523712012,4663.423966666667,1.0,13.675999999999998
6D9,196.0,13.0,SHWR,2.0,59.89149999999999,4686.53,6.529999999999745,0.8185397896876163,1.6370795793752326,21.282034531878026,4686.746666666666,1.0,26.0
6D9,196.0,4.167,SHWR,1.9340000000000002,59.89149999999999,4692.47,12.470000000000255,0.8185397896876163,1.5830559532558501,6.596594157217127,4692.53945,1.0,8.058978
4D3,196.0,3.406,SHWR,1.405,59.89149999999999,4692.56,12.5600000000004,0.8185397896876163,1.150048404511101,3.9170648657648104,4692.616766666667,1.0,4.78543
6D9,196.0,9.667,SHWR,1.355,59.89149999999999,4694.59,14.590000000000146,0.8185397896876163,1.1091214150267201,10.721876719063303,4694.751116666667,1.0,13.098785
4D3,196.0,1.965,SHWR,1.8880000000000001,59.89149999999999,4700.61,20.609999999999673,0.8185397896876163,1.5454031229302196,3.036717136557882,4700.64275,1.0,3.7099200000000003
6D9,196.0,7.167000000000001,SHWR,1.8869999999999998,59.89149999999999,4703.24,23.23999999999978,0.8185397896876163,1.5445845831405318,11.070037707368193,4703.35945,1.0,13.524129
4D6,197.0,7.211,SHWR,1.88,59.9275,4711.29,7.289999999999964,0.8184211720913341,1.5386318035317081,11.095073935267148,4711.410183333333,1.0,13.55668
2D9,197.0,12.237,SHWR,2.0,59.9275,4712.79,8.789999999999964,0.8184211720913341,1.6368423441826683,20.030039765763313,4712.99395,1.0,24.474
4D6,197.0,6.837999999999999,SHWR,1.84,59.9275,4715.3,11.300000000000182,0.8184211720913341,1.5058949566480548,10.297309713559399,4715.413966666667,1.0,12.581919999999998
4D6,197.0,3.6060000000000003,SHWR,1.5830000000000002,59.9275,4716.82,12.819999999999709,0.8184211720913341,1.2955607154205822,4.67179193980662,4716.880099999999,1.0,5.708298000000001
4D6,197.0,8.081,SHWR,1.893,59.9275,4720.48,16.479999999999563,0.8184211720913341,1.5492712787688956,12.519661203731445,4720.614683333333,1.0,15.297333
2D9,197.0,6.66,SHWR,2.0,59.9275,4722.04,18.039999999999964,0.8184211720913341,1.6368423441826683,10.90137001225657,4722.151,1.0,13.32
4D5,198.0,5.595,SHWR,2.0,59.974000000000004,4734.9,6.899999999999636,0.8182677279831352,1.6365354559662704,9.156415876131282,4734.9932499999995,1.0,11.19
4D5,198.0,6.341,SHWR,1.38,59.974000000000004,4735.18,7.180000000000291,0.8182677279831352,1.1292094646167266,7.160317215134663,4735.2856833333335,1.0,8.75058
4D2,198.0,6.832999999999999,SHWR,1.311,59.974000000000004,4735.93,7.930000000000291,0.8182677279831352,1.07274899138589,7.3300938581397865,4736.043883333334,1.0,8.958063
4E6,199.0,9.564,SHWR,2.0,60.0135,4763.68,11.680000000000291,0.8181371791257854,1.6362743582515709,15.649327962318024,4763.8394,1.0,19.128
4E6,199.0,6.812,SHWR,2.0,60.0135,4768.16,16.159999999999854,0.8181371791257854,1.6362743582515709,11.146300928409701,4768.273533333333,1.0,13.624
1E1,200.0,16.245,SHWR,2.0,60.0185,4784.79,8.789999999999964,0.8181206405791038,1.6362412811582077,26.580739612415083,4785.06075,1.0,32.49
1E1,200.0,5.502000000000001,SHWR,1.611,60.0185,4797.79,21.789999999999964,0.8181206405791038,1.3179923519729362,7.251593920555096,4797.8817,1.0,8.863722000000001
6D5,201.0,6.97,SHWR,1.4409999999999998,60.0615,4807.52,7.520000000000437,0.8179782848093777,1.178706708410313,8.215585757619882,4807.636166666667,1.0,10.043769999999999
2D1,201.0,5.5760000000000005,SHWR,2.0,60.0615,4808.14,8.140000000000327,0.8179782848093777,1.6359565696187555,9.122093832194182,4808.232933333334,1.0,11.152000000000001
2D1,201.0,10.378,SHWR,1.916,60.0615,4808.4,8.399999999999636,0.8179782848093777,1.5672463936947676,16.2648830737643,4808.572966666667,1.0,19.884248
6D5,201.0,3.717,SHWR,2.0,60.0615,4809.1,9.100000000000364,0.8179782848093777,1.6359565696187555,6.080850569272914,4809.161950000001,1.0,7.434
6D5,201.0,1.859,SHWR,2.0,60.0615,4809.31,9.3100000000004,0.8179782848093777,1.6359565696187555,3.0412432629212662,4809.3409833333335,1.0,3.718
6D5,201.0,5.421,SHWR,2.0,60.0615,4820.55,20.550000000000182,0.8179782848093777,1.6359565696187555,8.868520563903274,4820.640350000001,1.0,10.842
4D4,202.0,9.04,SHWR,2.0,60.1185,4831.6,7.600000000000364,0.8177892368102184,1.6355784736204368,14.785629401528748,4831.750666666667,2.0,18.08
4D4,202.0,5.632999999999999,SHWR,2.0,60.1185,4843.46,19.460000000000036,0.8177892368102184,1.6355784736204368,9.213213541903919,4843.553883333333,2.0,11.265999999999998
6D6,203.0,4.833,SHWR,2.0,60.2355,4854.26,6.260000000000218,0.8173999580019904,1.6347999160039808,7.90098799404724,4854.34055,1.0,9.666
6D6,203.0,3.667,SHWR,2.0,60.2355,4855.91,7.9099999999998545,0.8173999580019904,1.6347999160039808,5.994811291986597,4855.971116666667,1.0,7.334
6D6,203.0,9.833,SHWR,2.0,60.2355,4856.2,8.199999999999818,0.8173999580019904,1.6347999160039808,16.074987574067144,4856.363883333333,1.0,19.666
6D1,205.0,7.832999999999999,SHWR,2.0,60.4585,4902.29,6.289999999999964,0.8166533740362842,1.6333067480725685,12.793691757652427,4902.42055,1.0,15.665999999999999
4D8,205.0,12.052999999999999,SHWR,1.585,60.4585,4904.25,8.25,0.8166533740362842,1.2943955978475106,15.601350140856043,4904.450883333333,1.0,19.104004999999997
6D1,205.0,7.584,SHWR,1.935,60.4585,4905.95,9.949999999999818,0.8166533740362842,1.58022427876021,11.984420930117432,4906.0764,1.0,14.67504
6D1,205.0,5.718999999999999,SHWR,1.8869999999999998,60.4585,4906.14,10.140000000000327,0.8166533740362842,1.5410249168064682,8.81312149921619,4906.235316666667,1.0,10.791752999999998
6D1,205.0,5.222,SHWR,2.0,60.4585,4909.38,13.38000000000011,0.8166533740362842,1.6333067480725685,8.529127838434952,4909.467033333333,1.0,10.444
6D1,205.0,13.055,SHWR,2.0,60.4585,4914.0,18.0,0.8166533740362842,1.6333067480725685,21.32281959608738,4914.217583333333,1.0,26.11
6D1,205.0,3.73,SHWR,1.662,60.4585,4916.3,20.300000000000182,0.8166533740362842,1.3572779076483044,5.062646595528175,4916.362166666667,1.0,6.19926
4D8,205.0,11.005,SHWR,1.614,60.4585,4916.8,20.800000000000182,0.8166533740362842,1.318078545694563,14.505454395368666,4916.983416666667,1.0,17.76207
4D8,205.0,8.516,SHWR,1.575,60.4585,4917.73,21.729999999999563,0.8166533740362842,1.2862290641071477,10.953526709936469,4917.871933333333,1.0,13.4127
2E1,206.0,15.517999999999999,SHWR,2.0,60.540499999999994,4929.46,9.460000000000036,0.8163773079077112,1.6327546158154225,25.337086128223724,4929.718633333333,1.0,31.035999999999998
2E1,206.0,8.115,SHWR,2.0,60.540499999999994,4932.2,12.199999999999818,0.8163773079077112,1.6327546158154225,13.249803707342153,4932.33525,1.0,16.23
1E7,207.0,7.513999999999999,SHWR,1.526,60.5875,4955.11,11.109999999999673,0.8162186997473008,1.245549735814381,9.359060714909258,4955.235233333333,2.0,11.466363999999999
2D8,208.0,5.47,SHWR,1.443,60.6485,4974.42,6.420000000000073,0.816012437559221,1.177505947397956,6.44095753226682,4974.511166666667,1.0,7.89321
5D7,208.0,6.7139999999999995,SHWR,2.0,60.6485,4975.02,7.020000000000437,0.816012437559221,1.632024875118442,10.95741501154522,4975.1319,1.0,13.427999999999999
5D7,208.0,10.817,SHWR,2.0,60.6485,4976.37,8.36999999999989,0.816012437559221,1.632024875118442,17.653613074156187,4976.550283333333,1.0,21.634
2D8,208.0,1.2000000000261934,SHWR,2.0,60.6485,4979.12,11.11999999999989,0.816012437559221,1.632024875118442,1.958429850184879,4979.14,4.0,2.400000000052387
5D7,208.0,2.65399999998408,SHWR,2.0,60.6485,4979.14,11.140000000000327,0.816012437559221,1.632024875118442,4.331394018538364,4979.184233333333,4.0,5.30799999996816
5D7,208.0,5.925000000006548,SHWR,2.0,60.6485,4979.184233333333,11.184233333333395,0.816012437559221,1.632024875118442,9.669747385087456,4979.2829833333335,4.0,11.850000000013097
2D8,208.0,7.957000000000001,SHWR,1.474,60.6485,4988.58,20.579999999999927,0.816012437559221,1.2028023329622919,9.570698163380957,4988.712616666667,1.0,11.728618
5D7,208.0,7.087000000000001,SHWR,2.0,60.6485,4989.96,21.960000000000036,0.816012437559221,1.632024875118442,11.5661602899644,4990.078116666667,1.0,14.174000000000001
6D7,209.0,3.667,SHWR,2.0,60.712999999999994,4998.21,6.210000000000036,0.8157938364617681,1.6315876729235361,5.983031996610607,4998.271116666667,1.0,7.334
4D7,209.0,3.275,SHWR,2.0,60.712999999999994,4998.5,6.5,0.8157938364617681,1.6315876729235361,5.3434496288245805,4998.5545833333335,1.0,6.55
6D7,209.0,5.0,SHWR,1.446,60.712999999999994,5001.89,9.890000000000327,0.8157938364617681,1.1796378875237166,5.898189437618583,5001.973333333333,1.0,7.2299999999999995
6D7,209.0,8.667,SHWR,2.0,60.712999999999994,5011.57,19.56999999999971,0.8157938364617681,1.6315876729235361,14.140970361228288,5011.7144499999995,1.0,17.334
4D7,209.0,0.0,SHWR,1.81,60.712999999999994,5012.63,20.63000000000011,0.8157938364617681,1.4765868439958003,0.0,5012.63,4.0,0.0
4D7,209.0,7.20499999999447,SHWR,1.632,60.712999999999994,5012.63,20.63000000000011,0.8157938364617681,1.3313755411056054,9.592560773658525,5012.750083333333,4.0,11.758559999990975
4D7,209.0,0.13099999998303247,SHWR,1.632,60.712999999999994,5012.750083333333,20.75008333333335,0.8157938364617681,1.3313755411056054,0.17441019586224416,5012.752266666666,4.0,0.21379199997230897
4D9,210.0,11.005,SHWR,1.464,60.798500000000004,5025.86,9.859999999999673,0.8155032609798621,1.193896774074518,13.138833998690073,5026.043416666666,1.0,16.11132
4D9,210.0,13.100999999999999,SHWR,2.0,60.798500000000004,5034.84,18.840000000000146,0.8155032609798621,1.6310065219597243,21.367816444194347,5035.05835,1.0,26.201999999999998
4D9,210.0,4.8469999999999995,SHWR,2.0,60.798500000000004,5035.41,19.409999999999854,0.8155032609798621,1.6310065219597243,7.905488611938783,5035.490783333334,1.0,9.693999999999999
4D9,210.0,3.668,SHWR,2.0,60.798500000000004,5036.6,20.600000000000364,0.8155032609798621,1.6310065219597243,5.982531922548269,5036.661133333334,1.0,7.336
4D9,210.0,2.62,SHWR,2.0,60.798500000000004,5036.79,20.789999999999964,0.8155032609798621,1.6310065219597243,4.273237087534477,5036.833666666666,1.0,5.24
2D0,210.0,3.9789999999999996,SHWR,2.0,60.798500000000004,5037.08,21.079999999999927,0.8155032609798621,1.6310065219597243,6.4897749508777425,5037.146316666666,1.0,7.957999999999999
2D3,211.0,2.705,SHWR,1.746,60.87,5046.21,6.210000000000036,0.8152595603177536,1.4234431923147979,3.8504138352115285,5046.2550833333335,1.0,4.72293
2D3,211.0,4.129,SHWR,2.0,60.87,5047.27,7.270000000000437,0.8152595603177536,1.6305191206355072,6.732413449104008,5047.338816666667,1.0,8.258
3D2,211.0,9.04,SHWR,1.7069999999999999,60.87,5048.15,8.149999999999636,0.8152595603177536,1.3916480694624052,12.580498547940142,5048.300666666666,1.0,15.431279999999997
2D1,212.0,5.5760000000000005,SHWR,2.0,60.889,5072.14,8.140000000000327,0.8151946923915655,1.630389384783131,9.09105120955074,5072.232933333334,1.0,11.152000000000001
2D1,212.0,10.378,SHWR,1.916,60.889,5072.4,8.399999999999636,0.8151946923915655,1.5619130306222395,16.209533431797603,5072.572966666667,1.0,19.884248
2D9,212.0,12.237,SHWR,2.0,60.889,5072.79,8.789999999999964,0.8151946923915655,1.630389384783131,19.951074901591173,5072.99395,1.0,24.474
2D9,212.0,6.66,SHWR,2.0,60.889,5082.04,18.039999999999964,0.8151946923915655,1.630389384783131,10.858393302655653,5082.151,1.0,13.32
1E1,213.0,16.245,SHWR,2.0,60.8665,5096.79,8.789999999999964,0.8152715047059584,1.6305430094119169,26.48817118789659,5097.06075,1.0,32.49
1E1,213.0,5.502000000000001,SHWR,1.611,60.8665,5109.79,21.789999999999964,0.8152715047059584,1.313402394081299,7.2263399722353086,5109.8817,1.0,8.863722000000001
1E9,214.0,6.287999999999999,SHWR,2.0,60.829499999999996,5128.02,16.020000000000437,0.8153976795488319,1.6307953590976638,10.254441218006109,5128.1248000000005,1.0,12.575999999999999
6D4,215.0,3.013,SHWR,2.0,60.821,5141.25,5.25,0.8154266413185921,1.6308532826371842,4.913760940585836,5141.3002166666665,1.0,6.026
6D4,215.0,11.005,SHWR,2.0,60.821,5141.65,5.649999999999636,0.8154266413185921,1.6308532826371842,17.947540375422214,5141.833416666666,1.0,22.01
4D1,215.0,15.833,SHWR,2.0,60.821,5142.41,6.4099999999998545,0.8154266413185921,1.6308532826371842,25.82130002399454,5142.673883333333,1.0,31.666
4D1,215.0,13.5,SHWR,2.0,60.821,5142.81,6.8100000000004,0.8154266413185921,1.6308532826371842,22.016519315601986,5143.035000000001,1.0,27.0
6D4,215.0,9.957,SHWR,2.0,60.821,5155.47,19.470000000000255,0.8154266413185921,1.6308532826371842,16.238406135218444,5155.63595,1.0,19.914
6D4,216.0,3.013,SHWR,2.0,60.8615,5165.25,5.25,0.8152885654386435,1.630577130877287,4.912928895333265,5165.3002166666665,1.0,6.026
6D4,216.0,11.005,SHWR,2.0,60.8615,5165.65,5.649999999999636,0.8152885654386435,1.630577130877287,17.944501325304543,5165.833416666666,1.0,22.01
6D6,216.0,4.833,SHWR,2.0,60.8615,5166.26,6.260000000000218,0.8152885654386435,1.630577130877287,7.8805792735299285,5166.34055,1.0,9.666
6D6,216.0,3.667,SHWR,2.0,60.8615,5167.91,7.9099999999998545,0.8152885654386435,1.630577130877287,5.979326338927011,5167.971116666667,1.0,7.334
6D6,216.0,9.833,SHWR,2.0,60.8615,5168.2,8.199999999999818,0.8152885654386435,1.630577130877287,16.033464927916363,5168.363883333333,1.0,19.666
6D4,216.0,9.957,SHWR,2.0,60.8615,5179.47,19.470000000000255,0.8152885654386435,1.630577130877287,16.235656492145147,5179.63595,1.0,19.914
6D2,217.0,4.833,SHWR,2.0,60.950500000000005,5191.6,7.600000000000364,0.8149844124367478,1.6299688248734956,7.877639330613604,5191.68055,1.0,9.666
4D8,217.0,12.052999999999999,SHWR,1.585,60.950500000000005,5192.25,8.25,0.8149844124367478,1.2917502937122451,15.56946629011369,5192.450883333333,1.0,19.104004999999997
4D8,217.0,11.005,SHWR,1.614,60.950500000000005,5204.8,20.800000000000182,0.8149844124367478,1.315384841672911,14.475810182610386,5204.983416666667,1.0,17.76207
4D8,217.0,8.516,SHWR,1.575,60.950500000000005,5205.73,21.729999999999563,0.8149844124367478,1.2836004495878777,10.931141428690367,5205.871933333333,1.0,13.4127
2D9,218.0,12.237,SHWR,2.0,61.036500000000004,5216.79,8.789999999999964,0.814689558683184,1.629379117366368,19.938712259212245,5216.99395,1.0,24.474
4D3,218.0,3.406,SHWR,1.405,61.036500000000004,5220.56,12.5600000000004,0.814689558683184,1.1446388299498735,3.8986398548092693,5220.616766666667,1.0,4.78543
2D9,218.0,6.66,SHWR,2.0,61.036500000000004,5226.04,18.039999999999964,0.814689558683184,1.629379117366368,10.851664921660012,5226.151,1.0,13.32
4D3,218.0,1.965,SHWR,1.8880000000000001,61.036500000000004,5228.61,20.609999999999673,0.814689558683184,1.5381338867938517,3.022433087549919,5228.64275,1.0,3.7099200000000003
4D1,219.0,15.833,SHWR,2.0,61.090999999999994,5238.41,6.4099999999998545,0.8145022166985105,1.629004433397021,25.792027193975034,5238.673883333333,1.0,31.666
4D1,219.0,13.5,SHWR,2.0,61.090999999999994,5238.81,6.8100000000004,0.8145022166985105,1.629004433397021,21.991559850859783,5239.035000000001,1.0,27.0
1E8,220.0,8.908999999999999,SHWR,2.0,61.1455,5269.22,13.220000000000255,0.8143144955389058,1.6286289910778116,14.509455681512222,5269.368483333334,1.0,17.817999999999998
2D8,222.0,5.47,SHWR,1.443,61.05200000000001,5310.42,6.420000000000073,0.8146363164528805,1.1755202046415065,6.430095519389041,5310.511166666667,1.0,7.89321
2D5,222.0,9.833,SHWR,1.411,61.05200000000001,5313.06,9.0600000000004,0.8146363164528805,1.1494518425150144,11.302559967450136,5313.223883333334,1.0,13.874363
2D5,222.0,6.5,SHWR,2.0,61.05200000000001,5314.68,10.680000000000291,0.8146363164528805,1.629272632905761,10.590272113887446,5314.788333333334,1.0,13.0
2D8,222.0,3.8539999999999996,SHWR,2.0,61.05200000000001,5315.12,11.11999999999989,0.8146363164528805,1.629272632905761,6.279216727218802,5315.184233333333,1.0,7.707999999999999
2D8,222.0,7.957000000000001,SHWR,1.474,61.05200000000001,5324.58,20.579999999999927,0.8146363164528805,1.200773930451546,9.554558164602952,5324.712616666667,1.0,11.728618
4D7,224.0,3.275,SHWR,2.0,61.0425,5358.5,6.5,0.8146689524162536,1.6293379048325072,5.336081638326461,5358.5545833333335,1.0,6.55
2D6,224.0,6.837999999999999,SHWR,2.0,61.0425,5359.31,7.3100000000004,0.8146689524162536,1.6293379048325072,11.141412593244683,5359.423966666667,1.0,13.675999999999998
4D7,224.0,0.0,SHWR,1.632,61.0425,5372.63,20.63000000000011,0.8146689524162536,1.3295397303433258,0.0,5372.63,3.0,0.0
4D7,224.0,7.20499999999447,SHWRSHWR,3.442,61.0425,5372.63,20.63000000000011,0.8146689524162536,2.804090534216745,20.20347229901614,5372.750083333333,3.0,24.79960999998097
4D7,224.0,0.13099999998303247,SHWR,1.632,61.0425,5372.750083333333,20.75008333333335,0.8146689524162536,1.3295397303433258,0.17416970465241668,5372.752266666666,3.0,0.21379199997230897
4D6,225.0,7.211,SHWR,1.88,61.0445,5383.29,7.289999999999964,0.8146620826421773,1.5315647153672933,11.044113162513552,5383.410183333333,1.0,13.55668
