Day,Day of Year (Day),Duration (min),Fixture,Flow Rate (gpm),Mains Temperature (deg F),Start Time of Year (hr),Start time (hr),Fraction Hot Water,Hot Water Flow Rate (gpm),Hot Water Volume (gal),End Time of Year (hr),Type,Volume (gal)
4D8,86.0,8.516,SHWR,1.575,53.269000000000005,2061.73,21.730000000000018,0.838006836111516,1.3198607668756377,11.239934290712931,2061.8719333333333,1.0,13.4127
1E1,87.0,16.245,SHWR,2.0,53.2645,2072.79,8.789999999999964,0.8380186440540693,1.6760372881081387,27.227225745316716,2073.06075,1.0,32.49
2E4,87.0,4.476,SHWR,1.975,53.2645,2073.68,9.679999999999836,0.8380186440540693,1.655086822006787,7.408168615302378,2073.7545999999998,1.0,8.8401
2E4,87.0,2.86,SHWR,2.0,53.2645,2075.81,11.809999999999945,0.8380186440540693,1.6760372881081387,4.793466643989277,2075.857666666667,1.0,5.72
1E1,87.0,5.502000000000001,SHWR,1.611,53.2645,2085.79,21.789999999999964,0.8380186440540693,1.3500480355711058,7.427964291712224,2085.8817,1.0,8.863722000000001
1E7,88.0,7.513999999999999,SHWR,1.526,53.24550000000001,2099.11,11.110000000000127,0.838068480839453,1.2788925017610053,9.609598258232193,2099.2352333333333,1.0,11.466363999999999
1E8,88.0,8.908999999999999,SHWR,2.0,53.24550000000001,2101.22,13.2199999999998,0.838068480839453,1.676136961678906,14.93270419159737,2101.368483333333,1.0,17.817999999999998
4D7,89.0,3.275,SHWR,2.0,53.265,2118.5,6.5,0.8380173321454605,1.676034664290921,5.489013525552766,2118.5545833333335,1.0,6.55
4D2,89.0,6.832999999999999,SHWR,1.311,53.265,2119.93,7.929999999999836,0.8380173321454605,1.0986407224426986,7.507012056450959,2120.0438833333333,1.0,8.958063
4D7,89.0,0.0,SHWR,1.632,53.265,2132.63,20.63000000000011,0.8380173321454605,1.3676442860613913,0.0,2132.63,3.0,0.0
4D7,89.0,7.20499999999447,SHWRSHWR,3.442,53.265,2132.63,20.63000000000011,0.8380173321454605,2.884455657244675,20.782503010431935,2132.7500833333334,3.0,24.79960999998097
4D7,89.0,0.1310000000103173,SHWR,1.632,53.265,2132.7500833333334,20.75008333333335,0.8380173321454605,1.3676442860613913,0.17916140148815268,2132.752266666667,3.0,0.21379200001683785
2H3,90.0,7.992000000000001,SHWR,2.0,53.348,2143.78,7.7800000000002,0.8377992603646273,1.6755985207292545,13.391383377668204,2143.9132000000004,1.0,15.984000000000002
3H9,90.0,15.18,SHWR,2.0,53.348,2147.22,11.2199999999998,0.8377992603646273,1.6755985207292545,25.435585544670083,2147.473,1.0,30.36
3H9,90.0,8.829,SHWR,2.0,53.348,2151.81,15.809999999999945,0.8377992603646273,1.6755985207292545,14.793859339518589,2151.9571499999997,1.0,17.658
6D7,91.0,3.667,SHWR,2.0,53.5985,2166.21,6.210000000000036,0.8371375292134557,1.6742750584269115,6.139566639251484,2166.271116666667,1.0,7.334
5D2,91.0,2.611,SHWR,2.0,53.5985,2169.52,9.519999999999982,0.8371375292134557,1.6742750584269115,4.371532177552666,2169.5635166666666,1.0,5.222
6D7,91.0,5.0,SHWR,1.446,53.5985,2169.89,9.889999999999873,0.8371375292134557,1.210500867242657,6.052504336213285,2169.9733333333334,1.0,7.2299999999999995
5D2,91.0,3.9789999999999996,SHWR,2.0,53.5985,2176.67,16.670000000000073,0.8371375292134557,1.6742750584269115,6.66194045748068,2176.736316666667,1.0,7.957999999999999
6D7,91.0,8.667,SHWR,2.0,53.5985,2179.57,19.570000000000164,0.8371375292134557,1.6742750584269115,14.510941931386041,2179.71445,1.0,17.334
4D4,92.0,9.04,SHWR,2.0,53.6635,2191.6,7.599999999999909,0.8369649393101987,1.6739298786203973,15.13232610272839,2191.750666666667,2.0,18.08
4D4,92.0,5.632999999999999,SHWR,2.0,53.6635,2203.46,19.460000000000036,0.8369649393101987,1.6739298786203973,9.429247006268696,2203.5538833333335,2.0,11.265999999999998
4D5,93.0,5.595,SHWR,2.0,53.6965,2214.9,6.900000000000091,0.8368771766701738,1.6737543533403476,9.364655606939245,2214.99325,1.0,11.19
4D5,93.0,6.341,SHWR,1.38,53.6965,2215.18,7.179999999999836,0.8368771766701738,1.1548905038048398,7.323160684626489,2215.285683333333,1.0,8.75058
6D5,93.0,6.97,SHWR,1.4409999999999998,53.6965,2215.52,7.519999999999982,0.8368771766701738,1.2059400115817203,8.40540188072459,2215.6361666666667,1.0,10.043769999999999
6D5,93.0,3.717,SHWR,2.0,53.6965,2217.1,9.099999999999909,0.8368771766701738,1.6737543533403476,6.2213449313660725,2217.1619499999997,1.0,7.434
6D5,93.0,1.859,SHWR,2.0,53.6965,2217.31,9.309999999999945,0.8368771766701738,1.6737543533403476,3.1115093428597063,2217.3409833333335,1.0,3.718
6D5,93.0,5.421,SHWR,2.0,53.6965,2228.55,20.550000000000182,0.8368771766701738,1.6737543533403476,9.073422349458024,2228.64035,1.0,10.842
2E8,94.0,9.171,SHWR,2.0,53.674,2241.94,9.940000000000055,0.8369370250790855,1.673874050158171,15.351098914000586,2242.09285,1.0,18.342
1E9,94.0,6.287999999999999,SHWR,2.0,53.674,2248.02,16.019999999999982,0.8369370250790855,1.673874050158171,10.525320027394578,2248.1248,1.0,12.575999999999999
2E8,94.0,4.585,SHWR,2.0,53.674,2250.28,18.2800000000002,0.8369370250790855,1.673874050158171,7.674712519975214,2250.356416666667,1.0,9.17
2E8,94.0,6.157,SHWR,2.0,53.674,2253.28,21.2800000000002,0.8369370250790855,1.673874050158171,10.306042526823859,2253.3826166666668,1.0,12.314
2E2,95.0,6.122000000000001,SHWR,1.355,53.658500000000004,2264.71,8.710000000000036,0.8369782284424084,1.1341054995394635,6.942993868180596,2264.812033333333,1.0,8.29531
2E1,95.0,15.517999999999999,SHWR,2.0,53.658500000000004,2265.46,9.460000000000036,0.8369782284424084,1.6739564568848169,25.976456297938586,2265.7186333333334,1.0,31.035999999999998
2E1,95.0,8.115,SHWR,2.0,53.658500000000004,2268.2,12.199999999999818,0.8369782284424084,1.6739564568848169,13.58415664762029,2268.3352499999996,1.0,16.23
6D1,96.0,7.832999999999999,SHWR,2.0,53.706,2286.29,6.289999999999964,0.8368518941495089,1.6737037882990178,13.110121773746204,2286.42055,1.0,15.665999999999999
6D5,96.0,6.97,SHWR,1.4409999999999998,53.706,2287.52,7.519999999999982,0.8368518941495089,1.2059035794694422,8.40514794890201,2287.6361666666667,1.0,10.043769999999999
6D5,96.0,3.717,SHWR,2.0,53.706,2289.1,9.099999999999909,0.8368518941495089,1.6737037882990178,6.221156981107449,2289.1619499999997,1.0,7.434
6D5,96.0,1.859,SHWR,2.0,53.706,2289.31,9.309999999999945,0.8368518941495089,1.6737037882990178,3.111415342447874,2289.3409833333335,1.0,3.718
6D1,96.0,7.584,SHWR,1.935,53.706,2289.95,9.949999999999818,0.8368518941495089,1.6193084151792998,12.28083502071981,2290.0764,1.0,14.67504
6D1,96.0,5.718999999999999,SHWR,1.8869999999999998,53.706,2290.14,10.139999999999873,0.8368518941495089,1.5791395242601232,9.031098939243643,2290.2353166666667,1.0,10.791752999999998
6D1,96.0,5.222,SHWR,2.0,53.706,2293.38,13.38000000000011,0.8368518941495089,1.6737037882990178,8.740081182497471,2293.4670333333333,1.0,10.444
6D1,96.0,13.055,SHWR,2.0,53.706,2298.0,18.0,0.8368518941495089,1.6737037882990178,21.850202956243677,2298.2175833333336,1.0,26.11
6D1,96.0,3.73,SHWR,1.662,53.706,2300.3,20.300000000000182,0.8368518941495089,1.3908478480764837,5.187862473325284,2300.362166666667,1.0,6.19926
6D5,96.0,5.421,SHWR,2.0,53.706,2300.55,20.550000000000182,0.8368518941495089,1.6737037882990178,9.073148236368976,2300.64035,1.0,10.842
6D7,97.0,3.667,SHWR,2.0,53.739,2310.21,6.210000000000036,0.836764009728865,1.67352801945773,6.136827247351496,2310.271116666667,1.0,7.334
4D1,97.0,15.833,SHWR,2.0,53.739,2310.41,6.4099999999998545,0.836764009728865,1.67352801945773,26.496969132074238,2310.6738833333334,1.0,31.666
4D1,97.0,13.5,SHWR,2.0,53.739,2310.81,6.809999999999945,0.836764009728865,1.67352801945773,22.592628262679355,2311.035,1.0,27.0
6D7,97.0,5.0,SHWR,1.446,53.739,2313.89,9.889999999999873,0.836764009728865,1.2099607580679388,6.049803790339694,2313.9733333333334,1.0,7.2299999999999995
6D7,97.0,8.667,SHWR,2.0,53.739,2323.57,19.570000000000164,0.836764009728865,1.67352801945773,14.504467344640146,2323.71445,1.0,17.334
6D4,98.0,3.013,SHWR,2.0,53.7615,2333.25,5.25,0.8367040342268345,1.673408068453669,5.041978510250904,2333.3002166666665,1.0,6.026
6D4,98.0,11.005,SHWR,2.0,53.7615,2333.65,5.650000000000091,0.8367040342268345,1.673408068453669,18.41585579333263,2333.833416666667,1.0,22.01
6D1,98.0,7.832999999999999,SHWR,2.0,53.7615,2334.29,6.289999999999964,0.8367040342268345,1.673408068453669,13.107805400197588,2334.42055,1.0,15.665999999999999
6D1,98.0,7.584,SHWR,1.935,53.7615,2337.95,9.949999999999818,0.8367040342268345,1.6190223062289248,12.278665170440165,2338.0764,1.0,14.67504
6D1,98.0,5.718999999999999,SHWR,1.8869999999999998,53.7615,2338.14,10.139999999999873,0.8367040342268345,1.5788605125860364,9.029503271479541,2338.2353166666667,1.0,10.791752999999998
6D1,98.0,5.222,SHWR,2.0,53.7615,2341.38,13.38000000000011,0.8367040342268345,1.673408068453669,8.73853693346506,2341.4670333333333,1.0,10.444
6D1,98.0,13.055,SHWR,2.0,53.7615,2346.0,18.0,0.8367040342268345,1.673408068453669,21.846342333662648,2346.2175833333336,1.0,26.11
6D4,98.0,9.957,SHWR,2.0,53.7615,2347.47,19.4699999999998,0.8367040342268345,1.673408068453669,16.66212413759318,2347.63595,1.0,19.914
6D1,98.0,3.73,SHWR,1.662,53.7615,2348.3,20.300000000000182,0.8367040342268345,1.3906021048849988,5.186945851221045,2348.362166666667,1.0,6.19926
2D6,99.0,6.837999999999999,SHWR,2.0,53.802,2359.31,7.309999999999945,0.8365959671884702,1.6731919343769404,11.441286447269517,2359.4239666666667,1.0,13.675999999999998
4D3,99.0,3.406,SHWR,1.405,53.802,2364.56,12.559999999999945,0.8365959671884702,1.1754173338998006,4.0034714392627215,2364.6167666666665,1.0,4.78543
4D3,99.0,1.965,SHWR,1.8880000000000001,53.802,2372.61,20.610000000000127,0.8365959671884702,1.5794931860518318,3.1037041105918495,2372.64275,1.0,3.7099200000000003
6D8,100.0,4.337,SHWR,1.995,53.834999999999994,2381.02,5.019999999999982,0.8365078067522276,1.668833074470694,7.2377290439793995,2381.0922833333334,1.0,8.652315
6D8,100.0,15.489,SHWR,1.361,53.834999999999994,2387.79,11.789999999999964,0.8365078067522276,1.1384871249897817,17.634027078966728,2388.04815,1.0,21.080529000000002
6D8,100.0,10.378,SHWR,1.571,53.834999999999994,2394.38,18.38000000000011,0.8365078067522276,1.3141537644077494,13.638287767023623,2394.5529666666666,1.0,16.303838
6D8,100.0,11.307,SHWR,1.297,53.834999999999994,2395.72,19.7199999999998,0.8365078067522276,1.084950625357639,12.267536720918825,2395.90845,1.0,14.665179
6D8,100.0,7.9,SHWR,1.48,53.834999999999994,2397.78,21.7800000000002,0.8365078067522276,1.238031553993297,9.780449276547046,2397.911666666667,1.0,11.692
2E6,101.0,21.355999999999998,SHWR,1.3630000000000002,53.896,2406.78,6.7800000000002,0.8363445928253469,1.139937680020948,24.344509094527364,2407.1359333333335,1.0,29.108228
1E5,101.0,7.119,SHWR,2.0,53.896,2418.01,18.01000000000022,0.8363445928253469,1.6726891856506938,11.907874312647289,2418.12865,1.0,14.238
2E6,101.0,7.546,SHWR,1.3319999999999999,53.896,2418.46,18.460000000000036,0.8363445928253469,1.1140109976433619,8.40632698821681,2418.5857666666666,1.0,10.051271999999999
2E7,102.0,8.827,SHWR,1.2930000000000001,53.894000000000005,2431.6,7.599999999999909,0.8363499492684843,1.0814004844041503,9.545522075835434,2431.7471166666664,1.0,11.413311000000002
1E7,102.0,7.513999999999999,SHWR,1.526,53.894000000000005,2435.11,11.110000000000127,0.8363499492684843,1.276270022583707,9.589892949693972,2435.2352333333333,1.0,11.466363999999999
2E7,102.0,8.542,SHWR,1.229,53.894000000000005,2441.01,17.01000000000022,0.8363499492684843,1.0278740876509673,8.780100456714562,2441.1523666666667,1.0,10.498118
6D6,103.0,4.833,SHWR,2.0,53.9025,2454.26,6.260000000000218,0.8363271819632554,1.6726543639265108,8.083938540856828,2454.3405500000003,1.0,9.666
6D6,103.0,3.667,SHWR,2.0,53.9025,2455.91,7.9099999999998545,0.8363271819632554,1.6726543639265108,6.1336235525185145,2455.9711166666666,1.0,7.334
6D6,103.0,9.600000000018554,SHWR,2.0,53.9025,2456.2,8.199999999999818,0.8363271819632554,1.6726543639265108,16.057481893725537,2456.36,4.0,19.200000000037107
3D8,103.0,0.2329999999710708,SHWR,2.0,53.9025,2456.36,8.360000000000127,0.8363271819632554,1.6726543639265108,0.3897284667464884,2456.363883333333,4.0,0.4659999999421416
3D8,103.0,2.6270000000386062,SHWR,2.0,53.9025,2456.363883333333,8.363883333332979,0.8363271819632554,1.6726543639265108,4.394063014099519,2456.407666666667,4.0,5.2540000000772125
3D8,103.0,14.174000000000001,SHWR,1.932,53.9025,2456.62,8.61999999999989,0.8363271819632554,1.6157841155530093,22.902124053848354,2456.8562333333334,1.0,27.384168000000003
6D7,104.0,3.667,SHWR,2.0,53.9005,2478.21,6.210000000000036,0.8363325395461502,1.6726650790923003,6.133662845031465,2478.271116666667,1.0,7.334
4D6,104.0,7.211,SHWR,1.88,53.9005,2479.29,7.289999999999964,0.8363325395461502,1.5723051743467622,11.337892612214503,2479.4101833333334,1.0,13.55668
6D7,104.0,5.0,SHWR,1.446,53.9005,2481.89,9.889999999999873,0.8363325395461502,1.209336852183733,6.046684260918665,2481.9733333333334,1.0,7.2299999999999995
4D6,104.0,6.837999999999999,SHWR,1.84,53.9005,2483.3,11.300000000000182,0.8363325395461502,1.5388518727649163,10.522669105966497,2483.413966666667,1.0,12.581919999999998
4D6,104.0,3.6060000000000003,SHWR,1.5830000000000002,53.9005,2484.82,12.820000000000164,0.8363325395461502,1.3239144101015559,4.77403536282621,2484.8801000000003,1.0,5.708298000000001
4D6,104.0,8.081,SHWR,1.893,53.9005,2488.48,16.480000000000018,0.8363325395461502,1.5831774973608623,12.793657356173128,2488.6146833333332,1.0,15.297333
6D7,104.0,8.667,SHWR,2.0,53.9005,2491.57,19.570000000000164,0.8363325395461502,1.6726650790923003,14.496988240492966,2491.71445,1.0,17.334
4D1,105.0,15.833,SHWR,2.0,53.86,2502.41,6.4099999999998545,0.8364409551848218,1.6728819103696435,26.486739286882568,2502.6738833333334,1.0,31.666
4D1,105.0,13.5,SHWR,2.0,53.86,2502.81,6.809999999999945,0.8364409551848218,1.6728819103696435,22.583905789990187,2503.035,1.0,27.0
6D2,105.0,4.833,SHWR,2.0,53.86,2503.6,7.599999999999909,0.8364409551848218,1.6728819103696435,8.085038272816487,2503.68055,1.0,9.666
4D8,106.0,12.052999999999999,SHWR,1.585,53.829499999999996,2528.25,8.25,0.8365225067638813,1.325888173220752,15.980930151829721,2528.4508833333334,1.0,19.104004999999997
4D3,106.0,3.406,SHWR,1.405,53.829499999999996,2532.56,12.559999999999945,0.8365225067638813,1.1753141220032532,4.003119899543081,2532.6167666666665,1.0,4.78543
4D3,106.0,1.965,SHWR,1.8880000000000001,53.829499999999996,2540.61,20.610000000000127,0.8365225067638813,1.579354492770208,3.1034315782934585,2540.64275,1.0,3.7099200000000003
4D8,106.0,11.005,SHWR,1.614,53.829499999999996,2540.8,20.800000000000182,0.8365225067638813,1.3501473259169046,14.858371321715536,2540.983416666667,1.0,17.76207
4D8,106.0,8.516,SHWR,1.575,53.829499999999996,2541.73,21.730000000000018,0.8365225067638813,1.317522948153113,11.22002542647191,2541.8719333333333,1.0,13.4127
2D4,107.0,4.476,SHWR,2.0,53.845,2552.47,8.4699999999998,0.8364810726841632,1.6729621453683263,7.488178562668629,2552.5445999999997,1.0,8.952
3E8,109.0,7.729,SHWR,1.829,53.9385,2600.3,8.300000000000182,0.8362306854564661,1.5294659236998764,11.821242124276345,2600.428816666667,1.0,14.136341
3E8,109.0,5.632999999999999,SHWR,1.521,53.9385,2611.85,19.84999999999991,0.8362306854564661,1.2719068725792848,7.164651413239111,2611.9438833333334,1.0,8.567792999999998
3D6,110.0,9.294,SHWR,2.0,53.95,2622.03,6.0300000000002,0.8361998361998362,1.6723996723996724,15.543282555282556,2622.1849,1.0,18.588
4D9,110.0,11.005,SHWR,1.464,53.95,2625.86,9.860000000000127,0.8361998361998362,1.22419656019656,13.472283144963145,2626.043416666667,1.0,16.11132
4D9,110.0,13.100999999999999,SHWR,2.0,53.95,2634.84,18.840000000000146,0.8361998361998362,1.6723996723996724,21.910108108108105,2635.0583500000002,1.0,26.201999999999998
4D9,110.0,4.8469999999999995,SHWR,2.0,53.95,2635.41,19.409999999999854,0.8361998361998362,1.6723996723996724,8.106121212121211,2635.490783333333,1.0,9.693999999999999
4D9,110.0,3.668,SHWR,2.0,53.95,2636.6,20.59999999999991,0.8361998361998362,1.6723996723996724,6.134361998361999,2636.661133333333,1.0,7.336
4D9,110.0,2.62,SHWR,2.0,53.95,2636.79,20.789999999999964,0.8361998361998362,1.6723996723996724,4.3816871416871415,2636.8336666666664,1.0,5.24
4D7,112.0,1.8000000000120053,SHWR,2.0,53.784499999999994,2670.5,6.5,0.8366426803669006,1.6732853607338012,3.0119136493409306,2670.53,4.0,3.6000000000240107
6D9,112.0,1.4750000000003638,SHWR,2.0,53.784499999999994,2670.53,6.5300000000002,0.8366426803669006,1.6732853607338012,2.4680959070829656,2670.5545833333335,4.0,2.9500000000007276
6D9,112.0,11.525000000001455,SHWR,2.0,53.784499999999994,2670.5545833333335,6.5545833333335395,0.8366426803669006,1.6732853607338012,19.284613782459495,2670.746666666667,4.0,23.05000000000291
6D9,112.0,4.167,SHWR,1.9340000000000002,53.784499999999994,2676.47,12.4699999999998,0.8366426803669006,1.6180669438295858,6.742484954937884,2676.5394499999998,1.0,8.058978
6D9,112.0,9.667,SHWR,1.355,53.784499999999994,2678.59,14.590000000000146,0.8366426803669006,1.1336508318971503,10.959002591949751,2678.751116666667,1.0,13.098785
4D7,112.0,0.0,SHWR,1.81,53.784499999999994,2684.63,20.63000000000011,0.8366426803669006,1.51432325146409,0.0,2684.63,4.0,0.0
4D7,112.0,7.20499999999447,SHWR,1.632,53.784499999999994,2684.63,20.63000000000011,0.8366426803669006,1.3654008543587817,9.83771315564747,2684.7500833333334,4.0,11.758559999990975
4D7,112.0,0.1310000000103173,SHWR,1.632,53.784499999999994,2684.7500833333334,20.75008333333335,0.8366426803669006,1.3654008543587817,0.17886751193508765,2684.752266666667,4.0,0.21379200001683785
6D9,112.0,7.167000000000001,SHWR,1.8869999999999998,53.784499999999994,2687.24,23.23999999999978,0.8366426803669006,1.5787447378523412,11.31486353618773,2687.35945,1.0,13.524129
4D5,113.0,5.595,SHWR,2.0,53.8065,2694.9,6.900000000000091,0.8365839509098189,1.6731679018196377,9.361374410680872,2694.99325,1.0,11.19
4D5,113.0,6.341,SHWR,1.38,53.8065,2695.18,7.179999999999836,0.8365839509098189,1.15448585225555,7.320594789152442,2695.285683333333,1.0,8.75058
2D1,113.0,5.5760000000000005,SHWR,2.0,53.8065,2696.14,8.139999999999873,0.8365839509098189,1.6731679018196377,9.3295842205463,2696.232933333333,1.0,11.152000000000001
2D1,113.0,10.378,SHWR,1.916,53.8065,2696.4,8.400000000000091,0.8365839509098189,1.602894849943213,16.634842752710664,2696.5729666666666,1.0,19.884248
2D3,114.0,2.705,SHWR,1.746,53.89150000000001,2718.21,6.210000000000036,0.8363566443293486,1.4602787009990428,3.9500538862024106,2718.2550833333335,1.0,4.72293
5D1,114.0,3.599999999996726,SHWR,2.0,53.89150000000001,2718.94,6.940000000000055,0.8363566443293486,1.6727132886586973,6.021767839165833,2719.0,4.0,7.199999999993452
5D1,114.0,0.23299999999835563,SHWR,1.851,53.89150000000001,2719.0,7.0,0.8363566443293486,1.5480961486536242,0.3607064026337488,2719.0038833333333,4.0,0.4312829999969563
5D1,114.0,23.433999999988373,SHWR,1.851,53.89150000000001,2719.0038833333333,7.003883333333306,0.8363566443293486,1.5480961486536242,36.27808514753103,2719.39445,4.0,43.37633399997848
2D3,114.0,4.129,SHWR,2.0,53.89150000000001,2719.27,7.269999999999982,0.8363566443293486,1.6727132886586973,6.90663316887176,2719.338816666667,1.0,8.258
5D1,114.0,0.5999999999858119,SHWR,1.643,53.89150000000001,2727.53,15.5300000000002,0.8363566443293486,1.3741339666331198,0.8244803799603755,2727.54,3.0,0.9857999999766889
5D1,114.0,12.500000000009095,SHWRSHWR,3.048,53.89150000000001,2727.54,15.539999999999964,0.8363566443293486,2.5492150519158545,31.865188148971367,2727.7483333333334,3.0,38.10000000002772
5D1,114.0,0.5670000000009168,SHWR,1.643,53.89150000000001,2727.7483333333334,15.748333333333449,0.8363566443293486,1.3741339666331198,0.7791339590822387,2727.7577833333335,3.0,0.9315810000015062
2E8,115.0,9.171,SHWR,2.0,54.0535,2745.94,9.940000000000055,0.8359216690047829,1.6718433380095659,15.332475252885727,2746.09285,1.0,18.342
1E7,115.0,7.513999999999999,SHWR,1.526,54.0535,2747.11,11.110000000000127,0.8359216690047829,1.2756164669012988,9.584982132296359,2747.2352333333333,1.0,11.466363999999999
2E8,115.0,4.585,SHWR,2.0,54.0535,2754.28,18.2800000000002,0.8359216690047829,1.6718433380095659,7.66540170477386,2754.356416666667,1.0,9.17
2E8,115.0,6.157,SHWR,2.0,54.0535,2757.28,21.2800000000002,0.8359216690047829,1.6718433380095659,10.293539432124897,2757.3826166666668,1.0,12.314
4D6,117.0,1.1999999999989086,SHWR,1.88,54.191500000000005,2791.29,7.289999999999964,0.8355493064291999,1.5708326960868957,1.8849992353025604,2791.31,4.0,2.255999999997948
2D6,117.0,6.011000000007698,SHWR,2.0,54.191500000000005,2791.31,7.309999999999945,0.8355493064291999,1.6710986128583998,10.044973761904705,2791.4101833333334,4.0,12.022000000015396
2D6,117.0,0.8269999999993161,SHWR,2.0,54.191500000000005,2791.4101833333334,7.410183333333407,0.8355493064291999,1.6710986128583998,1.3819985528327536,2791.4239666666667,4.0,1.6539999999986321
4D6,117.0,6.837999999999999,SHWR,1.84,54.191500000000005,2795.3,11.300000000000182,0.8355493064291999,1.5374107238297279,10.512814529547677,2795.413966666667,1.0,12.581919999999998
4D6,117.0,3.6060000000000003,SHWR,1.5830000000000002,54.191500000000005,2796.82,12.820000000000164,0.8355493064291999,1.3226745520774237,4.7695644347911905,2796.8801000000003,1.0,5.708298000000001
4D6,117.0,8.081,SHWR,1.893,54.191500000000005,2800.48,16.480000000000018,0.8355493064291999,1.5816948370704753,12.78167597836651,2800.6146833333332,1.0,15.297333
4D6,118.0,7.211,SHWR,1.88,54.227500000000006,2815.29,7.289999999999964,0.8354518902464108,1.570649553663252,11.325953931465712,2815.4101833333334,1.0,13.55668
4D6,118.0,6.837999999999999,SHWR,1.84,54.227500000000006,2819.3,11.300000000000182,0.8354518902464108,1.5372314780533958,10.511588846929119,2819.413966666667,1.0,12.581919999999998
4D6,118.0,3.6060000000000003,SHWR,1.5830000000000002,54.227500000000006,2820.82,12.820000000000164,0.8354518902464108,1.3225203422600684,4.769008354189807,2820.8801000000003,1.0,5.708298000000001
4D6,118.0,8.081,SHWR,1.893,54.227500000000006,2824.48,16.480000000000018,0.8354518902464108,1.5815104282364556,12.780185770578797,2824.6146833333332,1.0,15.297333
2D9,119.0,12.237,SHWR,2.0,54.33,2840.79,8.789999999999964,0.8351738915444207,1.6703477830888414,20.440045821658153,2840.99395,1.0,24.474
2D5,119.0,9.833,SHWR,1.411,54.33,2841.06,9.059999999999945,0.8351738915444207,1.1784303609691775,11.587505739409924,2841.223883333333,1.0,13.874363
2D5,119.0,6.5,SHWR,2.0,54.33,2842.68,10.679999999999836,0.8351738915444207,1.6703477830888414,10.85726059007747,2842.788333333333,1.0,13.0
2D9,119.0,6.66,SHWR,2.0,54.33,2850.04,18.039999999999964,0.8351738915444207,1.6703477830888414,11.124516235371683,2850.151,1.0,13.32
4D1,120.0,7.2000000000207365,SHWR,2.0,54.397000000000006,2862.41,6.4099999999998545,0.8349916670791875,1.669983334158375,12.02388000597493,2862.53,4.0,14.400000000041473
6D9,120.0,8.632999999990716,SHWR,2.0,54.397000000000006,2862.53,6.5300000000002,0.8349916670791875,1.669983334158375,14.416966123773747,2862.6738833333334,4.0,17.26599999998143
6D9,120.0,4.367000000011103,SHWR,2.0,54.397000000000006,2862.6738833333334,6.673883333333379,0.8349916670791875,1.669983334158375,7.292817220288166,2862.746666666667,4.0,8.734000000022206
4D1,120.0,13.5,SHWR,2.0,54.397000000000006,2862.81,6.809999999999945,0.8349916670791875,1.669983334158375,22.54477501113806,2863.035,1.0,27.0
6D9,120.0,4.167,SHWR,1.9340000000000002,54.397000000000006,2868.47,12.4699999999998,0.8349916670791875,1.6148738841311487,6.729179475174496,2868.5394499999998,1.0,8.058978
6D9,120.0,9.667,SHWR,1.355,54.397000000000006,2870.59,14.590000000000146,0.8349916670791875,1.131413708892299,10.937376323861855,2870.751116666667,1.0,13.098785
6D9,120.0,7.167000000000001,SHWR,1.8869999999999998,54.397000000000006,2879.24,23.23999999999978,0.8349916670791875,1.5756292757784267,11.292535019503985,2879.35945,1.0,13.524129
4D4,121.0,9.04,SHWR,2.0,54.4435,2887.6,7.599999999999909,0.8348649608217119,1.6697299216434238,15.09435849165655,2887.750666666667,1.0,18.08
2D9,121.0,12.237,SHWR,2.0,54.4435,2888.79,8.789999999999964,0.8348649608217119,1.6697299216434238,20.43248505115058,2888.99395,1.0,24.474
2D9,121.0,6.66,SHWR,2.0,54.4435,2898.04,18.039999999999964,0.8348649608217119,1.6697299216434238,11.120401278145202,2898.151,1.0,13.32
4D4,121.0,5.632999999999999,SHWR,2.0,54.4435,2899.46,19.460000000000036,0.8348649608217119,1.6697299216434238,9.405588648617405,2899.5538833333335,1.0,11.265999999999998
1E1,122.0,16.245,SHWR,2.0,54.3425,2912.79,8.789999999999964,0.8351399249886658,1.6702798499773317,27.133696162881755,2913.06075,1.0,32.49
1E5,122.0,7.119,SHWR,2.0,54.3425,2922.01,18.01000000000022,0.8351399249886658,1.6702798499773317,11.890722251988624,2922.12865,1.0,14.238
1E1,122.0,5.502000000000001,SHWR,1.611,54.3425,2925.79,21.789999999999964,0.8351399249886658,1.3454104191567406,7.402448126200388,2925.8817,1.0,8.863722000000001
5D6,124.0,5.371,SHWR,2.0,54.533,2957.91,5.9099999999998545,0.8346205368217374,1.6692410736434748,8.965493806539104,2957.9995166666663,1.0,10.742
5D6,124.0,10.612,SHWR,2.0,54.533,2962.91,10.909999999999854,0.8346205368217374,1.6692410736434748,17.713986273504556,2963.0868666666665,1.0,21.224
5D6,124.0,3.537,SHWR,2.0,54.533,2968.68,16.679999999999836,0.8346205368217374,1.6692410736434748,5.90410567747697,2968.73895,1.0,7.074
2D0,124.0,3.9789999999999996,SHWR,2.0,54.533,2973.08,21.079999999999927,0.8346205368217374,1.6692410736434748,6.641910232027386,2973.1463166666667,1.0,7.957999999999999
6D8,125.0,4.337,SHWR,1.995,54.66,2981.02,5.019999999999982,0.8342724560822009,1.6643735498839909,7.218388085846868,2981.0922833333334,1.0,8.652315
2D8,125.0,5.47,SHWR,1.443,54.66,2982.42,6.420000000000073,0.8342724560822009,1.203855154126616,6.585087693072589,2982.5111666666667,1.0,7.89321
