Day,Day of Year (Day),Duration (min),Fixture,Flow Rate (gpm),Mains Temperature (deg F),Start Time of Year (hr),Start time (hr),Fraction Hot Water,Hot Water Flow Rate (gpm),Hot Water Volume (gal),End Time of Year (hr),Type,Volume (gal),Mixed Water Volume (gal),Effectiveness Generic Equal (-),Savings Generic Equal (Btu),Potable Flow Rate Unequal-WaterHeater (gal/min),Potable Flow Unequal-WaterHeater (gal),Effectiveness Generic Unequal_WaterHeater (-),Savings Generic Unequal_WaterHeater (Btu),Fixture Cold Temperature Generic (deg F),Flow_Delta Generic (gal/min),Flow_Cold_ThroughDWHR_Generic,FlowRate Effectiveness Minimum,FlowRate Effectiveness Maximum,FlowRate_Cold_Effectiveness Generic,FlowRate_Draw_Effectiveness Generic,FlowRate_Minimum,"Effectiveness_Draw_Generic Equal, Flow=Cold","HeatRecovered_Draw Generic Equal, Flow=Cold",HeatRecoveryRate_Equal Generic (Btu/min),Flow Ratio Generic,HeatRecoveryRate_Unequal-Fixture Generic (Btu/min),HeatRecovered_Draw_Generic_Unequal-Fixture (Btu),Flow_Cold_ThroughDWHR_PostCalcuations Generic
4D9,86.0,4.847,SHWR,2.0,53.26900000000001,2059.41,19.40999999999985,0.838006836111516,1.676013672223032,8.123638269265037,2059.490783333333,1.0,9.694,9.694,0.42727019999999993,1778.6277560631427,0.3239863277769679,1.5703617307349635,0.7988100568349884,538.6698558746211,87.98327049426683,0.0007837692685866982,0.7402820535977843,0.5,7.5,0.741065822866371,2.0,0.741065822866371,0.4997721125663146,770.8702208652696,159.04068926454912,2.6988155954408923,213.54696328076602,1035.062131021873,0.7402820535977843
4D9,86.0,3.668,SHWR,2.0,53.26900000000001,2060.6,20.59999999999991,0.838006836111516,1.676013672223032,6.1476181497140825,2060.661133333333,1.0,7.336,7.336,0.42727019999999993,1345.988572155892,0.3239863277769679,1.1883818502859183,0.7988100568349884,407.6420530943078,87.98327049426683,0.0007837692685866982,0.7402820535977843,0.5,7.5,0.741065822866371,2.0,0.741065822866371,0.4997721125663146,583.3612482223662,159.04068926454912,2.6988155954408923,213.54696328076602,783.2902613138498,0.7402820535977843
4D9,86.0,0.6000000000130967,SHWR,2.0,53.26900000000001,2060.79,20.789999999999964,0.838006836111516,1.676013672223032,1.0056082033557696,2060.8,4.0,1.2000000000261934,1.2000000000261934,0.42727019999999993,220.1726126802516,0.3239863277769679,0.1943917966704239,0.7988100568349884,66.68081566573704,87.98327049426683,0.0007837692685866982,0.7402820535977843,0.5,7.5,0.741065822866371,2.0,0.741065822866371,0.4997721125663146,95.42441356081238,159.04068926454912,2.6988155954408923,213.54696328076602,128.12817797125638,0.7402820535977843
4D8,86.0,2.0199999999749707,SHWR,1.614,53.26900000000001,2060.8,20.800000000000182,0.838006836111516,1.3525430334839872,2.732136927603801,2060.8336666666664,4.0,3.260279999959603,3.260279999959603,0.4528142617271233,633.9491773962234,0.2614569665160131,0.5281430723558023,0.7160908737745098,162.40491644990004,88.25838793316132,0.0004540719449512842,0.6035537408761769,0.5,7.5,0.6040078128211281,1.614,0.6040078128211281,0.5050220873542776,264.5962862002651,130.9882604968038,2.6721508658332085,175.43145847458348,354.3715461142677,0.6035537408761769
4D8,86.0,8.985000000029686,SHWR,1.614,53.26900000000001,2060.8336666666664,20.833666666666428,0.838006836111516,1.3525430334839872,12.152599155893776,2060.983416666667,4.0,14.501790000047913,14.501790000047913,0.4528142617271233,2819.8184945517146,0.2614569665160131,2.3491908441541387,0.7160908737745098,722.3802843194326,88.25838793316132,0.0004540719449512842,0.6035537408761769,0.5,7.5,0.6040078128211281,1.614,0.6040078128211281,0.5050220873542776,1176.9295205676706,130.9882604968038,2.6721508658332085,175.43145847458348,1576.2516543993404,0.6035537408761769
4D8,86.0,8.516,SHWR,1.575,53.26900000000001,2061.73,21.730000000000015,0.838006836111516,1.3198607668756377,11.239934290712931,2061.8719333333333,1.0,13.4127,13.4127,0.4552826035570312,2622.265813079822,0.2551392331243622,2.1727657092870687,0.7058605097163583,658.5840826033565,88.28423465698012,0.0004287440606741688,0.5895395395855674,0.5,7.5,0.5899682836462415,1.575,0.5899682836462415,0.505517879868177,1090.6371442591203,128.06918086650074,2.669635035744406,171.48031722459652,1460.326381484664,0.5895395395855674
1E1,87.0,16.245,SHWR,2.0,53.2645,2072.79,8.789999999999964,0.8380186440540693,1.676037288108139,27.22722574531672,2073.06075,1.0,32.49,32.49,0.42727019999999993,5961.692041486431,0.3239627118918612,5.262774254683285,0.798815227183675,1805.4202084973556,87.98221641611772,0.0007840231570664935,0.7402531720600203,0.5,7.5,0.7410371952170868,2.0,0.7410371952170868,0.4997732840554129,2583.7469835551433,159.0487524503012,2.698919855722087,213.55991086254093,3469.280751961978,0.7402531720600203
2E4,87.0,4.476,SHWR,1.975,53.2645,2073.68,9.679999999999836,0.8380186440540693,1.6550868220067867,7.408168615302378,2073.7546,1.0,8.8401,8.8401,0.4289740030570312,1628.5660401403502,0.31991317799321295,1.4319313846976212,0.7944043471569824,488.51853151974365,88.00103317842314,0.0007576866740977017,0.7315094733260802,0.5,7.5,0.7322671600001779,1.975,0.7322671600001779,0.5001307395056078,703.9801392378415,157.27885148298515,2.6971030627667645,211.14684780059858,945.0932907554792,0.7315094733260802
2E4,87.0,2.86,SHWR,2.0,53.2645,2075.81,11.809999999999945,0.8380186440540693,1.676037288108139,4.7934666439892775,2075.857666666667,1.0,5.72,5.72,0.42727019999999993,1049.5807472238344,0.3239627118918612,0.9265333560107231,0.798815227183675,317.8517572362227,87.98221641611772,0.0007840231570664935,0.7402531720600203,0.5,7.5,0.7410371952170868,2.0,0.7410371952170868,0.4997732840554129,454.87943200786145,159.0487524503012,2.698919855722087,213.55991086254093,610.7813450668671,0.7402531720600203
1E1,87.0,5.502000000000002,SHWR,1.611,53.2645,2085.79,21.789999999999967,0.8380186440540693,1.3500480355711058,7.4279642917122235,2085.8817,1.0,8.863722000000003,8.863722000000003,0.45300501018285294,1724.3934109569448,0.26095196442889423,1.4357577082877766,0.7153195916842315,441.06083926616003,88.25934204244112,0.0004522316017231409,0.6024533886028083,0.5,7.5,0.6029056202045314,1.611,0.6029056202045314,0.5050613016341897,719.5007234973335,130.77076035938447,2.672060014059049,175.13862756481296,963.6127288616012,0.6024533886028083
1E7,88.0,7.5139999999999985,SHWR,1.526,53.24550000000001,2099.11,11.110000000000126,0.8380684808394531,1.278892501761005,9.609598258232193,2099.2352333333333,1.0,11.466364,11.466363999999999,0.4583475817084571,2257.8618113167577,0.24710749823899475,1.8567657417678063,0.6924877342320848,552.390103647141,88.31070015313054,0.0003993796055269394,0.5717647179789144,0.5,7.5,0.5721640975844413,1.526,0.5721640975844413,0.5061349495498043,934.8346695616564,124.41238615406661,2.667067029270898,166.5426602278316,1251.4015489519263,0.5717647179789144
1E8,88.0,8.908999999999997,SHWR,2.0,53.24550000000001,2101.22,13.2199999999998,0.8380684808394531,1.6761369616789061,14.932704191597368,2101.368483333333,1.0,17.817999999999994,17.817999999999994,0.42727019999999993,3270.681451723836,0.32386303832109403,2.885295808402626,0.7988370498478107,990.2052701382063,87.97776627547188,0.0007850957676601711,0.740131263902361,0.5,7.5,0.7409163596700211,2.0,0.7409163596700211,0.4997782285052431,1417.26860222543,159.08279293135374,2.6993600207326125,213.61457350077427,1903.0922353183973,0.740131263902361
4D7,89.0,3.275,SHWR,2.0,53.265,2118.5,6.5,0.8380173321454605,1.6760346642909207,5.489013525552767,2118.554583333333,1.0,6.55,6.55,0.42727019999999993,1201.8684358316007,0.32396533570907915,1.0609864744472342,0.7988146527349747,363.97277158994916,87.98233353406837,0.0007839949443824157,0.7402563809579681,0.5,7.5,0.7410403759023505,2.0,0.7410403759023505,0.49977315389819055,520.8817302309126,159.04785655905727,2.6989082714482846,213.5584722644275,699.403996666,0.7402563809579681
4D2,89.0,6.832999999999998,SHWR,1.311,53.265,2119.93,7.929999999999835,0.8380173321454605,1.0986407224426986,7.507012056450959,2120.0438833333333,1.0,8.958063000000001,8.958062999999997,0.4712561494894097,1812.943077955932,0.21235927755730138,1.45105094354904,0.626397254058227,390.3422227649909,88.44783257749904,0.0002872952443190302,0.49374500361466783,0.5,7.5,0.5,1.311,0.49403229885898686,0.5086847303675418,737.4430564700848,107.9237606424828,2.653672650609839,144.2828515950709,985.8847249491192,0.49374500361466783
4D7,89.0,0.0,SHWR,1.632,53.265,2132.63,20.63000000000011,0.8380173321454605,1.367644286061391,0.0,2132.63,3.0,0.0,0.0,0.45166678050738585,0.0,0.26435571393860857,0.0,0.7206912393477034,0.0,88.24539963350242,0.0004663335930413792,0.6099885543585278,0.5,7.5,0.6104548879515692,1.632,0.6104548879515692,0.5047917206069512,0.0,132.33625013175362,2.6734162215922423,177.2584365884876,0.0,0.6099885543585278
4D7,89.0,7.20499999999447,SHWRSHWR,3.4419999999999997,53.265,2132.63,20.63000000000011,0.8380173321454605,2.8844556572446747,20.782503010431935,2132.7500833333334,3.0,24.79960999998097,24.799609999980966,0.32801973310127813,3493.4766732863777,0.557544342755325,4.017106989549034,0.8982450468767428,1549.605879183393,86.7214566474857,0.004280958796237355,1.2171772630197955,0.5,7.5,1.2214582218160328,3.4419999999999997,1.2214582218160328,0.4763368215360147,1800.2788626330537,249.86521341213538,2.817943289851144,339.2244387653661,2444.112081302587,1.2171772630197955
4D7,89.0,0.1310000000103173,SHWR,1.632,53.265,2132.7500833333334,20.75008333333335,0.8380173321454605,1.367644286061391,0.17916140148815268,2132.752266666667,3.0,0.21379200001683785,0.21379200001683785,0.45166678050738585,41.46891052934468,0.26435571393860857,0.034630598528685164,0.7206912393477034,10.718210106253109,88.24539963350242,0.0004663335930413792,0.6099885543585278,0.5,7.5,0.6104548879515692,1.632,0.6104548879515692,0.5047917206069512,17.336048768625076,132.33625013175362,2.6734162215922423,177.2584365884876,23.220855194920706,0.6099885543585278
2H3,90.0,7.992000000000001,SHWR,2.0,53.348,2143.78,7.7800000000002,0.8377992603646273,1.6755985207292543,13.391383377668204,2143.9132000000004,1.0,15.984000000000002,15.984000000000002,0.42727019999999993,2928.2205857537947,0.3244014792707455,2.592616622331798,0.7987191746032963,887.8674328619538,88.00178150677803,0.000779321516637177,0.7407896193232563,0.5,7.5,0.7415689408398934,2.0,0.7415689408398934,0.49975151923488986,1269.9214089658174,158.89907519592307,2.6969845820872975,213.31958839158406,1704.85015042554,0.7407896193232563
3H9,90.0,15.18,SHWR,2.0,53.348,2147.22,11.2199999999998,0.8377992603646273,1.6755985207292543,25.435585544670086,2147.473,1.0,30.36,30.36,0.42727019999999993,5561.860421889714,0.3244014792707455,4.9244144553299165,0.7987191746032963,1686.4148687242816,88.00178150677803,0.000779321516637177,0.7407896193232563,0.5,7.5,0.7415689408398934,2.0,0.7415689408398934,0.49975151923488986,2412.087961474112,158.89907519592307,2.6969845820872975,213.31958839158406,3238.191351784246,0.7407896193232563
3H9,90.0,8.829,SHWR,2.0,53.348,2151.81,15.809999999999945,0.8377992603646273,1.6755985207292543,14.793859339518587,2151.95715,1.0,17.658,17.658,0.42727019999999993,3234.8923362888204,0.3244014792707455,2.864140660481412,0.7987191746032963,980.8535491414151,88.00178150677803,0.000779321516637177,0.7407896193232563,0.5,7.5,0.7415689408398934,2.0,0.7415689408398934,0.49975151923488986,1402.919934904805,158.89907519592307,2.6969845820872975,213.31958839158406,1883.3986459092957,0.7407896193232563
6D7,91.0,3.667,SHWR,2.0,53.5985,2166.21,6.2100000000000355,0.8371375292134557,1.6742750584269117,6.139566639251484,2166.271116666667,1.0,7.334,7.334,0.42727019999999993,1337.0506966310402,0.3257249415730886,1.194433360748516,0.7984295652110199,406.9142509631843,88.06055416297787,0.0007653354403415191,0.7424057688861051,0.5,7.5,0.7431711043264466,2.0,0.7431711043264466,0.4996858781507843,581.0334910607646,158.44927490067212,2.691170294911623,212.5976933406714,779.595741480242,0.7424057688861051
5D2,91.0,2.611,SHWR,2.0,53.5985,2169.52,9.519999999999982,0.8371375292134557,1.6742750584269117,4.371532177552666,2169.5635166666666,1.0,5.222,5.222,0.42727019999999993,952.0150992374275,0.3257249415730886,0.8504678224473344,0.7984295652110199,289.7335994722864,88.06055416297787,0.0007653354403415191,0.7424057688861051,0.5,7.5,0.7431711043264466,2.0,0.7431711043264466,0.4996858781507843,413.711056765655,158.44927490067212,2.691170294911623,212.5976933406714,555.0925773124931,0.7424057688861051
6D7,91.0,5.0,SHWR,1.446,53.5985,2169.89,9.889999999999874,0.8371375292134557,1.210500867242657,6.052504336213285,2169.973333333333,1.0,7.229999999999999,7.2299999999999995,0.4632586008305895,1429.1116299238101,0.23549913275734308,1.1774956637867153,0.6692037640769368,336.2188486231129,88.44359056861009,0.0003446346435187486,0.5445013203821203,0.5,7.5,0.544845955025639,1.446,0.544845955025639,0.5070560478344205,589.3917702361879,117.87835404723758,2.653961154822109,157.5955321124916,787.977660562458,0.5445013203821203
5D2,91.0,3.979,SHWR,2.0,53.5985,2176.67,16.670000000000073,0.8371375292134557,1.6742750584269117,6.6619404574806795,2176.736316666667,1.0,7.957999999999998,7.958,0.42727019999999993,1450.8112140427897,0.3257249415730886,1.2960595425193198,0.7984295652110199,441.53580708549504,88.06055416297787,0.0007653354403415191,0.7424057688861051,0.5,7.5,0.7431711043264466,2.0,0.7431711043264466,0.4996858781507843,630.4696648297744,158.44927490067212,2.691170294911623,212.5976933406714,845.9262218025316,0.7424057688861051
6D7,91.0,8.667,SHWR,2.0,53.5985,2179.57,19.570000000000164,0.8371375292134557,1.6742750584269117,14.51094193138604,2179.71445,1.0,17.334,17.334,0.42727019999999993,3160.13591156292,0.3257249415730886,2.823058068613959,0.7984295652110199,961.7468811284206,88.06055416297787,0.0007653354403415191,0.7424057688861051,0.5,7.5,0.7431711043264466,2.0,0.7431711043264466,0.4996858781507843,1373.2798655641252,158.44927490067212,2.691170294911623,212.5976933406714,1842.584208183599,0.7424057688861051
4D4,92.0,9.04,SHWR,2.0,53.6635,2191.6,7.599999999999909,0.8369649393101987,1.673929878620397,15.13232610272839,2191.750666666667,2.0,18.08,18.08,0.42727019999999993,3291.96992224977,0.3260701213796027,2.9476738972716077,0.7983540591194641,1002.8357363905918,88.07582358133226,0.000761735330866764,0.7428268069931788,0.5,7.5,0.7435885423240456,2.0,0.7435885423240456,0.4996687600472817,1431.3246339406262,158.33237101113124,2.6896595175459654,212.41014698803212,1920.1877287718103,0.7428268069931788
4D4,92.0,5.632999999999999,SHWR,2.0,53.6635,2203.46,19.460000000000036,0.8369649393101987,1.673929878620397,9.429247006268696,2203.553883333333,2.0,11.265999999999998,11.265999999999998,0.42727019999999993,2051.2905500036454,0.3260701213796027,1.8367529937313016,0.7983540591194641,624.8864715805536,88.07582358133226,0.000761735330866764,0.7428268069931788,0.5,7.5,0.7435885423240456,2.0,0.7435885423240456,0.4996687600472817,891.8862459057021,158.33237101113124,2.6896595175459654,212.41014698803212,1196.5063579835848,0.7428268069931788
4D5,93.0,5.595,SHWR,2.0,53.6965,2214.9,6.900000000000091,0.8368771766701738,1.6737543533403476,9.364655606939245,2214.99325,1.0,11.19,11.19,0.42727019999999993,2036.1429131609843,0.3262456466596524,1.8253443930607551,0.7983156685143146,620.5760859827369,88.08357875677198,0.0007599121419451516,0.743040830698541,0.5,7.5,0.7438007428404861,2.0,0.7438007428404861,0.4996600557636256,885.5373781679178,158.27298984234457,2.6888921787873445,212.314895023812,1187.901837658228,0.743040830698541
4D5,93.0,6.341,SHWR,1.38,53.6965,2215.18,7.179999999999835,0.8368771766701738,1.1548905038048398,7.3231606846264885,2215.285683333333,1.0,8.750580000000001,8.75058,0.46721646369216,1741.1273763554811,0.22510949619516013,1.4274193153735104,0.6488394732573497,394.42496786853275,88.50695733785327,0.0003091755870545665,0.5208914723757813,0.5,7.5,0.5212006479628358,1.38,0.5212006479628358,0.5078277778405667,714.7509142338081,112.7189582453569,2.6477327021634873,150.6063378302073,954.9947881813446,0.5208914723757813
6D5,93.0,6.97,SHWR,1.4409999999999998,53.6965,2215.52,7.519999999999982,0.8368771766701738,1.2059400115817205,8.40540188072459,2215.6361666666667,1.0,10.04377,10.043769999999999,0.46356150137828883,1982.8035430760003,0.23505998841827952,1.6383681192754083,0.6676694433329023,465.85263442488446,88.46953334785161,0.00033944296002108576,0.5431491345001691,0.5,7.5,0.5434885774601902,1.4409999999999998,0.5434885774601902,0.5071009946619945,818.0752015132151,117.37090409084865,2.651389669924666,156.8778288646108,1093.4384671863372,0.5431491345001691
6D5,93.0,3.717,SHWR,2.0,53.6965,2217.1,9.099999999999909,0.8368771766701738,1.6737543533403476,6.2213449313660725,2217.16195,1.0,7.434,7.434,0.42727019999999993,1352.6976243466272,0.3262456466596524,1.212655068633928,0.7983156685143146,412.2754801783436,88.08357875677198,0.0007599121419451516,0.743040830698541,0.5,7.5,0.7438007428404861,2.0,0.7438007428404861,0.4996600557636256,588.3007032439948,158.27298984234457,2.6888921787873445,212.314895023812,789.1744648035092,0.743040830698541
6D5,93.0,1.859,SHWR,2.0,53.6965,2217.31,9.309999999999944,0.8368771766701738,1.6737543533403476,3.1115093428597063,2217.340983333333,1.0,3.718,3.718,0.42727019999999993,676.5307731128275,0.3262456466596524,0.6064906571402938,0.7983156685143146,206.19319818443395,88.08357875677198,0.0007599121419451516,0.743040830698541,0.5,7.5,0.7438007428404861,2.0,0.7438007428404861,0.4996600557636256,294.22948811691856,158.27298984234457,2.6888921787873445,212.314895023812,394.6933898492665,0.743040830698541
6D5,93.0,5.421,SHWR,2.0,53.6965,2228.55,20.550000000000182,0.8368771766701738,1.6737543533403476,9.073422349458024,2228.64035,1.0,10.842,10.842,0.42727019999999993,1972.8205062101338,0.3262456466596524,1.7685776505419757,0.7983156685143146,601.2766688315312,88.08357875677198,0.0007599121419451516,0.743040830698541,0.5,7.5,0.7438007428404861,2.0,0.7438007428404861,0.4996600557636256,857.99787793535,158.27298984234457,2.6888921787873445,212.314895023812,1150.9590459240849,0.743040830698541
2E8,94.0,9.171,SHWR,2.0,53.674,2241.94,9.940000000000056,0.8369370250790855,1.6738740501581708,15.351098914000586,2242.09285,1.0,18.342,18.342,0.42727019999999993,3338.9912805741287,0.3261259498418289,2.9909010859994125,0.7983418480768281,1017.3184885293972,88.0782909171924,0.000761154892515381,0.7428948860000923,0.5,7.5,0.7436560408926077,2.0,0.7436560408926077,0.49966599149380364,1451.892917685136,158.31347919366874,2.689415388328463,212.37984218575792,1947.7355326855857,0.7428948860000923
1E9,94.0,6.2879999999999985,SHWR,2.0,53.674,2248.02,16.019999999999982,0.8369370250790855,1.6738740501581708,10.525320027394578,2248.1248,1.0,12.576,12.575999999999997,0.42727019999999993,2289.344365091061,0.3261259498418289,2.05067997260542,0.7983418480768281,697.5137559560409,88.0782909171924,0.000761154892515381,0.7428948860000923,0.5,7.5,0.7436560408926077,2.0,0.7436560408926077,0.49966599149380364,995.4751571697888,158.31347919366874,2.689415388328463,212.37984218575792,1335.4444476640456,0.7428948860000923
2E8,94.0,4.585,SHWR,2.0,53.674,2250.28,18.2800000000002,0.8369370250790855,1.6738740501581708,7.674712519975214,2250.356416666667,1.0,9.17,9.17,0.42727019999999993,1669.3135995455655,0.3261259498418289,1.4952874800247855,0.7983418480768281,508.60378038461323,88.0782909171924,0.000761154892515381,0.7428948860000923,0.5,7.5,0.7436560408926077,2.0,0.7436560408926077,0.49966599149380364,725.8673021029712,158.31347919366874,2.689415388328463,212.37984218575792,973.7615764217,0.7428948860000923
2E8,94.0,6.157,SHWR,2.0,53.674,2253.28,21.2800000000002,0.8369370250790855,1.6738740501581708,10.306042526823859,2253.3826166666668,1.0,12.314,12.314,0.42727019999999993,2241.649690818331,0.3261259498418289,2.0079574731761407,0.7983418480768281,682.9822193736234,88.0782909171924,0.000761154892515381,0.7428948860000923,0.5,7.5,0.7436560408926077,2.0,0.7436560408926077,0.49966599149380364,974.7360913954184,158.31347919366874,2.689415388328463,212.37984218575792,1307.6226883377115,0.7428948860000923
2E2,95.0,6.122000000000001,SHWR,1.355,53.6585,2264.71,8.710000000000036,0.8369782284424084,1.1341054995394635,6.942993868180597,2264.812033333333,1.0,8.29531,8.29531,0.46869207874999125,1656.9803543509295,0.2208945004605365,1.3523161318194046,0.6408408464102537,369.33931493784206,88.5131571428008,0.0002983438062889032,0.5115747495106638,0.5,7.5,0.5118730933169527,1.355,0.5118730933169527,0.5081256042790059,678.6155879303194,110.84867493144712,2.647140507463598,148.09885084824936,906.6611648929827,0.5115747495106638
2E1,95.0,15.518,SHWR,2.0,53.6585,2265.46,9.460000000000036,0.8369782284424084,1.6739564568848169,25.976456297938586,2265.718633333333,1.0,31.036,31.036,0.42727019999999993,5651.522647976082,0.326043543115183,5.0595437020614105,0.7983598725411025,1721.500593774769,88.07464873162871,0.0007620118392911435,0.742794394793788,0.5,7.5,0.7435564066330791,2.0,0.7435564066330791,0.4996700780810774,2457.141323738233,158.34136639632897,2.689775761675247,212.42457698026308,3296.4045855797226,0.742794394793788
2E1,95.0,8.115,SHWR,2.0,53.6585,2268.2,12.199999999999818,0.8369782284424084,1.6739564568848169,13.58415664762029,2268.33525,1.0,16.23,16.23,0.42727019999999993,2955.4134739222773,0.326043543115183,2.6458433523797105,0.7983598725411025,900.2434152907751,88.07464873162871,0.0007620118392911435,0.742794394793788,0.5,7.5,0.7435564066330791,2.0,0.7435564066330791,0.4996700780810774,1284.9401883062096,158.34136639632897,2.689775761675247,212.42457698026308,1723.825442194835,0.742794394793788
6D1,96.0,7.832999999999998,SHWR,2.0,53.706,2286.29,6.2899999999999645,0.8368518941495089,1.6737037882990178,13.110121773746204,2286.42055,1.0,15.666,15.665999999999997,0.42727019999999993,2850.0722255353207,0.32629621170098216,2.555878226253793,0.7983046095778487,868.7682381809813,88.08581168328757,0.0007593878530698372,0.7431024768293293,0.5,7.5,0.7438618646823991,2.0,0.7438618646823991,0.499657548289991,1239.6183982606708,158.2558915180226,2.688671237171063,212.28746948910927,1662.8477485081926,0.7431024768293293
6D5,96.0,6.97,SHWR,1.4409999999999998,53.706,2287.52,7.519999999999982,0.8368518941495089,1.2059035794694422,8.405147948902009,2287.6361666666667,1.0,10.04377,10.043769999999999,0.46356150137828883,1982.4363822846465,0.23509642053055763,1.6386220510979865,0.6676661305041818,465.8362493717568,88.4717473335862,0.00033919330753739985,0.5431944644527543,0.5,7.5,0.5435336577602917,1.4409999999999998,0.5435336577602917,0.5070995031736262,817.9891542051702,117.35855870949358,2.6511697655262907,156.85796785001074,1093.300035914575,0.5431944644527543
6D5,96.0,3.717,SHWR,2.0,53.706,2289.1,9.099999999999909,0.8368518941495089,1.6737037882990178,6.221156981107449,2289.16195,1.0,7.434,7.434,0.42727019999999993,1352.4471418760104,0.32629621170098216,1.2128430188925508,0.7983046095778487,412.2573140966051,88.08581168328757,0.0007593878530698372,0.7431024768293293,0.5,7.5,0.7438618646823991,2.0,0.7438618646823991,0.499657548289991,588.23714877249,158.2558915180226,2.688671237171063,212.28746948910927,789.0725240910192,0.7431024768293293
6D5,96.0,1.859,SHWR,2.0,53.706,2289.31,9.309999999999944,0.8368518941495089,1.6737037882990178,3.111415342447873,2289.340983333333,1.0,3.718,3.718,0.42727019999999993,676.4054981833476,0.32629621170098216,0.6065846575521259,0.7983046095778487,206.18411269991634,88.08581168328757,0.0007593878530698372,0.7431024768293293,0.5,7.5,0.7438618646823991,2.0,0.7438618646823991,0.499657548289991,294.197702332004,158.2558915180226,2.688671237171063,212.28746948910927,394.64240578025414,0.7431024768293293
6D1,96.0,7.584,SHWR,1.935,53.706,2289.95,9.949999999999818,0.8368518941495089,1.6193084151792998,12.28083502071981,2290.0764,1.0,14.67504,14.67504,0.43168851598879127,2697.3973647156545,0.31569158482070026,2.3942049792801905,0.7866234278899209,801.9057843992229,88.1343454071365,0.0006944403416909717,0.7202504570701979,0.5,7.5,0.7209448974118888,1.935,0.7209448974118888,0.5005879886793763,1165.4025423950416,153.6659470457597,2.6839776617414626,206.03774880801691,1562.5902869600002,0.7202504570701979
6D1,96.0,5.7189999999999985,SHWR,1.887,53.706,2290.14,10.139999999999874,0.8368518941495089,1.5791395242601232,9.031098939243645,2290.2353166666667,1.0,10.791752999999998,10.791752999999998,0.43492564962151087,1998.490817990755,0.3078604757398767,1.7606540607563543,0.7774532067121389,582.8320580132142,88.16961053563884,0.000649613535793625,0.7033069730525173,0.5,7.5,0.703956586588311,1.887,0.703956586588311,0.5012650332729927,859.267772686343,150.2479056979093,2.6805630289578617,201.3887576661312,1151.742305092604,0.7033069730525173
6D1,96.0,5.222,SHWR,2.0,53.706,2293.38,13.38000000000011,0.8368518941495089,1.6737037882990178,8.740081182497471,2293.4670333333333,1.0,10.444,10.444,0.42727019999999993,1900.0481503568808,0.32629621170098216,1.703918817502529,0.7983046095778487,579.1788254539877,88.08581168328757,0.0007593878530698372,0.7431024768293293,0.5,7.5,0.7438618646823991,2.0,0.7438618646823991,0.499657548289991,826.4122655071141,158.2558915180226,2.688671237171063,212.28746948910927,1108.5651656721286,0.7431024768293293
6D1,96.0,13.055,SHWR,2.0,53.706,2298.0,18.0,0.8368518941495089,1.6737037882990178,21.85020295624368,2298.2175833333336,1.0,26.11,26.11,0.42727019999999993,4750.120375892202,0.32629621170098216,4.259797043756322,0.7983046095778487,1447.9470636349688,88.08581168328757,0.0007593878530698372,0.7431024768293293,0.5,7.5,0.7438618646823991,2.0,0.7438618646823991,0.499657548289991,2066.030663767785,158.2558915180226,2.688671237171063,212.28746948910927,2771.4129141803214,0.7431024768293293
6D1,96.0,3.73,SHWR,1.662,53.706,2300.3,20.300000000000182,0.8368518941495089,1.3908478480764837,5.187862473325284,2300.362166666667,1.0,6.19926,6.19926,0.4497431750842484,1187.133532648751,0.27115215192351616,1.0113975266747153,0.7278956519571944,313.46290358972556,88.32804252992412,0.0004712889386708774,0.6231263685331871,0.5,7.5,0.623597657471858,1.662,0.623597657471858,0.5043168915949617,499.4729364528338,133.9069534726096,2.6651799923975874,179.21969458269126,668.4894607934384,0.6231263685331871
6D5,96.0,5.421,SHWR,2.0,53.706,2300.55,20.550000000000182,0.8368518941495089,1.6737037882990178,9.073148236368977,2300.64035,1.0,10.842,10.842,0.42727019999999993,1972.4551940031888,0.32629621170098216,1.7688517636310244,0.7983046095778487,601.2501747962596,88.08581168328757,0.0007593878530698372,0.7431024768293293,0.5,7.5,0.7438618646823991,2.0,0.7438618646823991,0.499657548289991,857.9051879192006,158.2558915180226,2.688671237171063,212.28746948910927,1150.8103721004613,0.7431024768293293
6D7,97.0,3.667,SHWR,2.0,53.739,2310.21,6.2100000000000355,0.836764009728865,1.67352801945773,6.136827247351496,2310.271116666667,1.0,7.334,7.334,0.42727019999999993,1333.3960246297047,0.32647198054226995,1.1971727526485039,0.7982661696490263,406.64945501551676,88.09356947180409,0.0007575686125045333,0.7433167316282071,0.5,7.5,0.7440743002407116,2.0,0.7440743002407116,0.49964883222358425,580.1065079904846,158.19648431701245,2.687903613057178,212.1921861478104,778.1087466040207,0.7433167316282071
4D1,97.0,15.833,SHWR,2.0,53.739,2310.41,6.409999999999855,0.836764009728865,1.67352801945773,26.496969132074238,2310.673883333333,1.0,31.666,31.666,0.42727019999999993,5757.201870183288,0.32647198054226995,5.16903086792576,0.7982661696490263,1755.7896976440354,88.09356947180409,0.0007575686125045333,0.7433167316282071,0.5,7.5,0.7440743002407116,2.0,0.7440743002407116,0.49964883222358425,2504.724936191258,158.19648431701245,2.687903613057178,212.1921861478104,3359.638883278282,0.7433167316282071
