Day,Day of Year (Day),Duration (min),Fixture,Flow Rate (gpm),Mains Temperature (deg F),Start Time of Year (hr),Start time (hr),Fraction Hot Water,Hot Water Flow Rate (gpm),Hot Water Volume (gal)
2D7,2.0,5.502000000000001,SHWR,1.2329999999999999,53.3915,32.91,8.91,0.8376847350609088,1.0328652783301004,5.682824761372213
2D7,2.0,8.123,SHWR,1.237,53.3915,38.3,14.3,0.8376847350609088,1.0362160172703443,8.417182708287006
2D7,2.0,3.668,SHWR,1.881,53.3915,40.93,16.93,0.8376847350609088,1.5756849866495695,5.7796125310306214
1E1,3.0,16.245,SHWR,2.0,53.338499999999996,56.79,8.79,0.8378242501398766,1.6756485002797532,27.22090988704459
1E1,3.0,5.502000000000001,SHWR,1.611,53.338499999999996,69.78999999999999,21.79,0.8378242501398766,1.3497348669753413,7.426241238098329
2D8,5.0,5.47,SHWR,1.443,53.1725,102.42,6.42,0.8382596740932433,1.2096087097165502,6.61655964214953
2D8,5.0,3.8539999999999996,SHWR,2.0,53.1725,107.12,11.12,0.8382596740932433,1.6765193481864866,6.461305567910719
2D8,5.0,7.957000000000001,SHWR,1.474,53.1725,116.58,20.58,0.8382596740932433,1.2355947596134407,9.831627502244148
2D9,6.0,12.237,SHWR,2.0,53.1125,128.79,8.79,0.838416481518885,1.67683296303777,20.51940496869319
2D9,6.0,6.66,SHWR,2.0,53.1125,138.04,18.04,0.838416481518885,1.67683296303777,11.16770753383155
4D9,7.0,11.005,SHWR,1.464,53.045,153.86,9.86,0.8385925268339924,1.2276994592849648,13.510832549431038
4D9,7.0,13.100999999999999,SHWR,2.0,53.045,162.84,18.84,0.8385925268339924,1.6771850536679849,21.97280138810427
4D9,7.0,4.8469999999999995,SHWR,2.0,53.045,163.41,19.41,0.8385925268339924,1.6771850536679849,8.129315955128721
4D9,7.0,3.668,SHWR,2.0,53.045,164.6,20.6,0.8385925268339924,1.6771850536679849,6.151914776854169
4D9,7.0,2.62,SHWR,2.0,53.045,164.79,20.79,0.8385925268339924,1.6771850536679849,4.3942248406101205
5D4,8.0,7.335,SHWR,2.0,53.006,179.63,11.63,0.8386940671677904,1.6773881343355808,12.303641965351485
5D4,8.0,5.968,SHWR,1.2590000000000001,53.006,187.03,19.03,0.8386940671677904,1.0559158305642482,6.301705676807433
6D4,9.0,3.013,SHWR,2.0,52.9875,197.25,5.25,0.8387421890747833,1.6774843781495665,5.054260431364644
6D4,9.0,11.005,SHWR,2.0,52.9875,197.65,5.65,0.8387421890747833,1.6774843781495665,18.460715581535982
6D4,9.0,9.957,SHWR,2.0,52.9875,211.47,19.47,0.8387421890747833,1.6774843781495665,16.702711953235234
1E5,10.0,7.119,SHWR,2.0,52.9165,234.01,18.01,0.8389266069084378,1.6778532138168756,11.944637029162337
2D1,12.0,5.5760000000000005,SHWR,2.0,52.8695,272.14,8.14,0.839048454462784,1.678096908925568,9.357068364168967
2D1,12.0,10.378,SHWR,1.916,52.8695,272.4,8.4,0.839048454462784,1.607616838750694,16.683847552554703
2D4,13.0,4.476,SHWR,2.0,52.80200000000001,296.47,8.47,0.8392231261455352,1.6784462522910704,7.512725425254831
4D7,14.0,3.275,SHWR,2.0,52.685500000000005,318.5,6.5,0.8395237063604779,1.6790474127209558,5.49888027666113
4D7,14.0,7.336,SHWR,1.632,52.685500000000005,332.63,20.63,0.8395237063604779,1.3701026887802998,10.05107332489228
4D7,14.0,7.205,SHWR,1.81,52.685500000000005,332.63,20.63,0.8395237063604779,1.519537908512465,10.94827063083231
6D6,15.0,4.833,SHWR,2.0,52.57600000000001,342.26,6.26,0.8398052031270025,1.679610406254005,8.117557093425606
6D6,15.0,3.667,SHWR,2.0,52.57600000000001,343.91,7.91,0.8398052031270025,1.679610406254005,6.159131359733435
6D6,15.0,9.833,SHWR,2.0,52.57600000000001,344.2,8.2,0.8398052031270025,1.679610406254005,16.51560912469563
2D5,16.0,9.833,SHWR,1.411,52.546499999999995,369.06,9.06,0.839880871368298,1.1850719095006685,11.652812086120074
2D5,16.0,6.5,SHWR,2.0,52.546499999999995,370.68,10.68,0.839880871368298,1.679761742736596,10.918451327787874
1E8,18.0,8.908999999999999,SHWR,2.0,52.4885,421.22,13.22,0.8400294345840366,1.6800588691680731,14.967644465418362
4D8,20.0,12.052999999999999,SHWR,1.585,52.4825,464.25,8.25,0.8400447874595113,1.3314709881233253,16.048219819850438
4D8,20.0,11.005,SHWR,1.614,52.4825,476.8,20.8,0.8400447874595113,1.3558322869596513,14.920934317990964
4D8,20.0,8.516,SHWR,1.575,52.4825,477.73,21.73,0.8400447874595113,1.3230705402487302,11.267268720758187
2D3,21.0,2.705,SHWR,1.746,52.54050000000001,486.21,6.21,0.8398962527717961,1.466458857339556,3.9667712091034995
2D3,21.0,4.129,SHWR,2.0,52.54050000000001,487.27,7.27,0.8398962527717961,1.6797925055435923,6.935863255389492
2D6,22.0,6.837999999999999,SHWR,2.0,52.52900000000001,511.31,7.31,0.839925725536649,1.679851451073298,11.48682422243921
2D0,23.0,3.9789999999999996,SHWR,2.0,52.457499999999996,549.08,21.08,0.840108726066275,1.68021745213255,6.685585242035415
3E7,25.0,8.385,SHWR,2.0,52.3495,585.82,9.82,0.8403843544744256,1.6807687089488512,14.093245624536117
3E7,25.0,3.406,SHWR,2.0,52.3495,586.25,10.25,0.8403843544744256,1.6807687089488512,5.724698222679788
6D1,27.0,7.832999999999999,SHWR,2.0,52.308,630.29,6.29,0.8404900146749187,1.6809800293498374,13.167116569897274
6D1,27.0,7.584,SHWR,1.935,52.308,633.95,9.95,0.8404900146749187,1.6263481783959677,12.334224584955018
6D1,27.0,5.718999999999999,SHWR,1.8869999999999998,52.308,634.14,10.14,0.8404900146749187,1.5860046576915714,9.070360637338096
6D1,27.0,5.222,SHWR,2.0,52.308,637.38,13.38,0.8404900146749187,1.6809800293498374,8.778077713264851
6D1,27.0,13.055,SHWR,2.0,52.308,642.0,18.0,0.8404900146749187,1.6809800293498374,21.945194283162127
6D1,27.0,3.73,SHWR,1.662,52.308,644.3,20.3,0.8404900146749187,1.3968944043897147,5.210416128373636
4D1,28.0,15.833,SHWR,2.0,52.3065,654.41,6.41,0.8404938310989177,1.6809876621978355,26.61507765557833
4D1,28.0,13.5,SHWR,2.0,52.3065,654.81,6.81,0.8404938310989177,1.6809876621978355,22.693333439670777
2D1,29.0,5.5760000000000005,SHWR,2.0,52.269999999999996,680.14,8.14,0.8405866411605293,1.6811732823210586,9.374222222222224
