Day,Day of Year (Day),Duration (min),Fixture,Flow Rate (gpm),Mains Temperature (deg F),Start Time of Year (hr),Start time (hr),Fraction Hot Water,Hot Water Flow Rate (gpm),Hot Water Volume (gal),Mixed Water Volume (gal),Effectiveness Generic Equal (-),Savings Generic Equal (Btu),Potable Flow Rate Unequal-WaterHeater (gal/min),Potable Flow Unequal-WaterHeater (gal),Effectiveness Generic Unequal_WaterHeater (-),Savings Generic Unequal_WaterHeater (Btu),Fixture Cold Temperature Generic (deg F),Flow_Delta Generic (gal/min),Flow_Cold_ThroughDWHR_Generic,FlowRate Effectiveness Minimum,FlowRate Effectiveness Maximum,FlowRate_Cold_Effectiveness Generic,FlowRate_Draw_Effectiveness Generic,FlowRate_Minimum,"Effectiveness_Draw_Generic Equal, Flow=Cold","HeatRecovered_Draw Generic Equal, Flow=Cold",HeatRecoveryRate_Equal Generic (Btu/min),Flow Ratio Generic,HeatRecoveryRate_Unequal-Fixture Generic (Btu/min),HeatRecovered_Draw_Generic_Unequal-Fixture (Btu),Flow_Cold_ThroughDWHR_PostCalcuations Generic
4D7,180.0,7.336,SHWR,1.632,59.008,4316.63,20.63,0.8214030575796543,1.3405297899699955,9.834126539219891,11.972351999999999,0.45166678050738585,2064.469613284294,0.2914702100300043,2.138225460780111,0.7168801295274779,585.2088796375465,89.59462994689082,0.0021260358859197526,0.6423838726176205,0.5,7.5,0.6445099085035403,1.632,0.6445099085035403,0.5035470808188592,908.9497438877411,123.9026368440214,2.5321565711678042,163.64012384344753,1200.463948515531,0.6423838726176205
4D7,180.0,7.205,SHWR,1.81,59.008,4316.63,20.63,0.8214030575796543,1.4867395342191745,10.711958344049153,13.04105,0.44006731692125994,2191.0008362971707,0.3232604657808259,2.3290916559508505,0.7566894016758113,672.8451071345638,89.47203370568067,0.0026698405577328943,0.7090263200491512,0.5,7.5,0.7116961606068841,1.81,0.7116961606068841,0.5009579340624829,980.7102970559147,136.1152390084545,2.54322012705051,179.9743453067765,1296.715157935325,0.7090263200491512
2D3,182.0,2.705,SHWR,1.746,59.205,4350.21,6.21,0.8207724706514921,1.4330687337575052,3.876450924814052,4.72293,0.44428736987292866,797.6678933772166,0.31293126624249484,0.8464790751859486,0.7430246424923322,239.09256981210106,89.56555992318566,0.002431680859475094,0.6864707832084843,0.5,7.5,0.6889024640679594,1.746,0.6889024640679594,0.5018558437668318,355.5090237731216,131.42662616381574,2.5344661850821297,173.61853493518367,469.6381369996719,0.6864707832084843
2D3,182.0,4.129,SHWR,2.0,59.205,4351.27,7.27,0.8207724706514921,1.641544941302984,6.777939062640022,8.258,0.42727019999999993,1341.2944207780652,0.3584550586970158,1.4800609373599782,0.791322550994227,445.22523784674576,89.3820365225656,0.0033286174748670128,0.7807021825765742,0.5,7.5,0.7840308000514412,2.0,0.7840308000514412,0.49798015515474675,612.8252888668636,148.41978417700744,2.550920193274011,196.39855343386964,810.9296271284477,0.7807021825765742
4D4,183.0,9.04,SHWR,2.0,59.3455,4375.6,7.6,0.8203200100620794,1.6406400201241589,14.831385781922394,18.08,0.42727019999999993,2927.609806187647,0.3593599798758411,3.2486142180776034,0.7911275610366033,973.9952039992004,89.41693332377635,0.003299430399412717,0.7817671060751902,0.5,7.5,0.7850665364746029,2.0,0.7850665364746029,0.49793613336384934,1339.2470611113167,148.14679879549965,2.5475547703015624,195.96980792422053,1771.5670636349535,0.7817671060751902
4D4,183.0,5.632999999999999,SHWR,2.0,59.3455,4387.46,19.46,0.8203200100620794,1.6406400201241589,9.241725233359388,11.265999999999998,0.42727019999999993,1824.2506679485634,0.3593599798758411,2.024274766640613,0.7911275610366033,606.9153743503866,89.41693332377635,0.003299430399412717,0.7817671060751902,0.5,7.5,0.7850665364746029,2.0,0.7850665364746029,0.49793613336384934,834.5109176150494,148.14679879549965,2.5475547703015624,195.96980792422053,1103.897928037134,0.7817671060751902
2D7,188.0,5.502000000000002,SHWR,1.233,59.4925,4496.91,8.91,0.8198441652029005,1.0108678556951762,5.561794942034861,6.783966000000002,0.4756926974183938,1219.0505003850901,0.22213214430482367,1.2221710579651401,0.5986794223329077,276.399896447718,89.9584554680744,0.001187157991253851,0.4923817691948043,0.5,7.5,0.5,1.233,0.49356892718605816,0.5086990670072455,521.8442324303874,94.8462799764426,2.4981313289505405,124.82201408026118,686.7707214695972,0.4923817691948043
2D7,188.0,8.123,SHWR,1.237,59.4925,4502.3,14.3,0.8198441652029005,1.014147232355988,8.23791796842769,10.048151,0.475468703746284,1804.7607568432788,0.2228527676440121,1.8102330315723103,0.6000810864330994,410.35145155282913,89.95622271526133,0.0011941119283392365,0.49393507454397095,0.5,7.5,0.5,1.237,0.4951291864723102,0.5086507553231947,772.7984182665344,95.13706983460969,2.49833787584481,125.20742197269135,1017.0598886841717,0.49393507454397095
2D7,188.0,3.668,SHWR,1.881,59.4925,4504.93,16.93,0.8198441652029005,1.542126874746656,5.656521376570733,6.899508,0.4353286399910722,1134.6107985686494,0.3388731252533441,1.2429866234292664,0.7700377740599669,361.56803990071495,89.54104982925145,0.0028277439800789006,0.7388364356678004,0.5,7.5,0.7416641796478793,1.881,0.7416641796478793,0.49974761992323763,513.569135663055,140.01339576419167,2.5361882798398656,184.99474585559273,678.5607277983141,0.7388364356678004
4D5,189.0,5.595,SHWR,2.0,59.525,4518.9,6.9,0.8197386210004507,1.6394772420009014,9.172875168995043,11.19,0.42727019999999993,1804.820313935614,0.36052275799909866,2.0171248310049568,0.7908771273376267,602.2032170821494,89.46157459040207,0.0032623646468705747,0.783133638007437,0.5,7.5,0.7863960026543075,2.0,0.7863960026543075,0.4978795710002211,826.926623872701,147.79743054025042,2.5432479224836313,195.42133482985386,1093.3823683730323,0.783133638007437
4D5,189.0,6.341,SHWR,1.38,59.525,4519.18,7.18,0.8197386210004507,1.1312392969806222,7.173188382154124,8.75058,0.46721646369216,1543.3209710792735,0.2487607030193781,1.5773916178458764,0.6471189563460772,385.32299801209086,89.88137978381238,0.0014614235125958164,0.5493932342313385,0.5,7.5,0.5508546577439343,1.38,0.5508546577439343,0.5068561442590145,668.314331950921,105.39573126492996,2.5051980238342564,138.80834486854553,880.1837148114472,0.5493932342313385
2D4,190.0,4.476,SHWR,2.0,59.6445,4544.47,8.47,0.8193494774683636,1.6386989549367272,7.334816522296791,8.952,0.42727019999999993,1440.0620604500361,0.3613010450632729,1.6171834777032095,0.7907095780098318,481.43185880032644,89.49133010324078,0.0032378270483190974,0.7840471526326399,0.5,7.5,0.787284979680959,2.0,0.787284979680959,0.49784171409743677,660.4985341864117,147.56446250813488,2.5403761682465786,195.055747393182,873.0695253318827,0.7840471526326399
6D7,191.0,3.667,SHWR,2.0,59.7855,4566.21,6.21,0.8188881543797372,1.6377763087594743,6.0057257242209925,7.334,0.42727019999999993,1176.115069070439,0.36222369124052556,1.3282742757790071,0.7905110284774327,394.0959755492654,89.52647641088656,0.003209016815775345,0.7851289174830667,0.5,7.5,0.788337934298842,2.0,0.788337934298842,0.4977968377509478,540.1094466565165,147.28918643482862,2.5369830791903043,194.62392187747093,713.6859215246859,0.7851289174830667
6D7,191.0,5.0,SHWR,1.446,59.7855,4569.89,9.89,0.8188881543797372,1.1841122712330998,5.920561356165498,7.2299999999999995,0.4632586008305895,1257.0949834380342,0.2618877287669,1.3094386438344998,0.6667830554328851,327.6996769471301,89.90539557868755,0.001573568477847287,0.5762194835683223,0.5,7.5,0.5777930520461696,1.446,0.5777930520461696,0.5059412762995514,548.5910731205047,109.71821462410094,2.502626147682466,144.46224154634768,722.3112077317385,0.5762194835683223
6D7,191.0,8.667,SHWR,2.0,59.7855,4579.57,19.57,0.8188881543797372,1.6377763087594743,14.194607268018364,17.334,0.42727019999999993,2779.762558940141,0.36222369124052556,3.139392731981635,0.7905110284774327,931.4507281389373,89.52647641088656,0.003209016815775345,0.7851289174830667,0.5,7.5,0.788337934298842,2.0,0.788337934298842,0.4977968377509478,1276.5553788306597,147.28918643482862,2.5369830791903043,194.62392187747093,1686.8055309120405,0.7851289174830667
1E5,193.0,7.119,SHWR,2.0,59.7345,4626.01,18.01,0.8190552876568564,1.6381105753137128,11.66170918565832,14.238,0.42727019999999993,2285.848729579006,0.3618894246862871,2.576290814341678,0.7905829515229411,765.3114730310132,89.51375924663462,0.00321941980003293,0.7847371526284849,0.5,7.5,0.7879565724285178,2.0,0.7879565724285178,0.49781309575309424,1049.2608933035826,147.38880366674852,2.5382109496668193,194.78017208052546,1386.6400450412607,0.7847371526284849
4D1,194.0,15.833,SHWR,2.0,59.76349999999999,4638.41,6.41,0.8189602889393789,1.6379205778787578,25.93319650955437,31.666,0.42727019999999993,5080.580995309228,0.3620794221212423,5.732803490445629,0.7905420690427069,1701.804270897701,89.52098992543463,0.00321350191337455,0.7849598528933888,0.5,7.5,0.7881733548067633,2.0,0.7881733548067633,0.4978038546464944,2332.710175359314,147.3321654367027,2.537512829890501,194.69133199854352,3082.5478595329396,0.7849598528933888
4D1,194.0,13.5,SHWR,2.0,59.76349999999999,4638.81,6.81,0.8189602889393789,1.6379205778787578,22.11192780136323,27.0,0.42727019999999993,4331.954995053027,0.3620794221212423,4.88807219863677,0.7905420690427069,1451.0426108203726,89.52098992543463,0.00321350191337455,0.7849598528933888,0.5,7.5,0.7881733548067633,2.0,0.7881733548067633,0.4978038546464944,1988.9842333954864,147.3321654367027,2.537512829890501,194.69133199854352,2628.3329819803375,0.7849598528933888
4D3,196.0,3.406,SHWR,1.405,59.89149999999999,4692.56,12.56,0.8185397896876163,1.1500484045111008,3.9170648657648095,4.78543,0.46572770267764124,834.5262413410209,0.2549515954888992,0.8683651342351905,0.6546155741500296,212.85098741333417,89.95654400297907,0.0014760955519720342,0.5610248043110078,0.5,7.5,0.5625008998629798,1.405,0.5625008998629798,0.5064643488590604,363.3320447181718,106.674117650667,2.497773781948163,140.38271506607782,478.14352751506107,0.5610248043110078
4D3,196.0,1.965,SHWR,1.888,59.89149999999999,4700.61,20.61,0.8185397896876163,1.5454031229302196,3.036717136557882,3.70992,0.4348584478415708,604.0868945654158,0.3425968770697805,0.6732028634421187,0.7708664844596446,194.31757249522326,89.63515830661213,0.002780217716275013,0.7443373874839382,0.5,7.5,0.7471176052002132,1.888,0.7471176052002132,0.49952378529564784,274.59628370864743,139.74365583137273,2.5270452561401657,184.46412913659978,362.4720137534186,0.7443373874839382
4D6,197.0,7.211,SHWR,1.88,59.9275,4711.29,7.29,0.8184211720913341,1.538631803531708,11.095073935267148,13.55668,0.43539576815616005,2208.400150488347,0.34136819646829175,2.461606064732852,0.7693332704794941,708.5545433871802,89.64989127095137,0.002746435993808194,0.7416141761339715,0.5,7.5,0.7443606121277797,1.88,0.7443606121277797,0.4996370824369078,1003.3992296326096,139.14841625746908,2.5256575500763763,183.65201749719517,1324.3146981722743,0.7416141761339715
4D6,197.0,6.837999999999999,SHWR,1.84,59.9275,4715.3,11.3,0.8184211720913341,1.5058949566480548,10.2973097135594,12.581919999999998,0.43807200412416,2062.208813985631,0.33410504335194524,2.2846102864406013,0.7616833742489163,651.0687095478764,89.67852466006444,0.002613028042732113,0.7266559216231998,0.5,7.5,0.7292689496659319,1.84,0.7292689496659319,0.5002522877152557,933.3534182797596,136.4950889557999,2.5230746500901744,180.1018703760006,1231.5365896310918,0.7266559216231998
4D6,197.0,3.606,SHWR,1.5830000000000002,59.9275,4716.82,12.82,0.8184211720913341,1.2955607154205822,4.67179193980662,5.708298,0.45477831304572464,971.2848244089996,0.2874392845794181,1.0365060601933815,0.7040125959687691,273.01876309922903,89.85368972175327,0.0018759275188571234,0.6295158146399724,0.5,7.5,0.6313917421588295,1.5830000000000002,0.6313917421588295,0.5040320202789358,429.3613688721782,119.0685992435325,2.507159809514565,156.84796727594318,565.593769997051,0.6295158146399724
4D6,197.0,8.081,SHWR,1.893,59.9275,4720.48,16.48,0.8184211720913341,1.5492712787688956,12.519661203731447,15.297333,0.43452228272146237,2486.9553764635257,0.3437287212311045,2.7776717962685553,0.7717471647088702,802.0403011806987,89.64050961860406,0.0027909649275307258,0.746466104614125,0.5,7.5,0.7492570695416557,1.893,0.7492570695416557,0.4994356724968995,1131.3988544260765,140.00728306225423,2.5265026877330743,184.80174390310552,1493.3828924809957,0.746466104614125
4D5,198.0,5.595,SHWR,2.0,59.974,4734.9,6.9,0.8182677279831352,1.6365354559662704,9.156415876131282,11.19,0.42727019999999993,1787.0003178727861,0.36346454403372946,2.0335841238687165,0.7902441345558544,600.6415380287585,89.57352613167666,0.0031707407767791462,0.7865817377421052,0.5,7.5,0.7897524785188843,2.0,0.7897524785188843,0.49773648841577217,822.0202327455193,146.92050629946726,2.532439029189038,194.0458361948481,1085.6864535101752,0.7865817377421052
4D5,198.0,6.341,SHWR,1.38,59.974,4735.18,7.18,0.8182677279831352,1.1292094646167266,7.160317215134662,8.75058,0.46721646369216,1528.0829036572925,0.25079053538327334,1.5902627848653363,0.646972342577379,384.5444524110907,89.99190788987525,0.0014174096121715163,0.5518213840236516,0.5,7.5,0.5532387936358231,1.38,0.5532387936358231,0.5067764035319052,664.4750878033203,104.79026775008994,2.494402084370829,137.85471303451052,874.1367353518312,0.5518213840236516
1E1,200.0,16.245,SHWR,2.0,60.0185,4784.79,8.79,0.8181206405791038,1.6362412811582077,26.580739612415083,32.49,0.42727019999999993,5183.401157118842,0.3637587188417923,5.909260387584916,0.7901808830122414,1743.5008033971906,89.58464397437882,0.0031617447469514115,0.7869258246800884,0.5,7.5,0.7900875694270398,2.0,0.7900875694270398,0.49772218183488126,2385.3079024477815,146.83335810697332,2.531364974455137,193.9092330657515,3150.055491153133,0.7869258246800884
1E1,200.0,5.502000000000002,SHWR,1.611,60.0185,4797.79,21.79,0.8181206405791038,1.3179923519729362,7.251593920555097,8.863722000000003,0.45300501018285294,1499.2761684908776,0.29300764802706364,1.6121280794449047,0.7109845186414708,427.9787369568438,89.85791300132958,0.0019350705709505478,0.6407582632600045,0.5,7.5,0.6426933338309551,1.611,0.6426933338309551,0.5036146420493692,664.9442512125886,120.85500749047408,2.506638726742628,159.19251465807025,875.8772156487028,0.6407582632600045
6D5,201.0,6.97,SHWR,1.4409999999999998,60.0615,4807.52,7.52,0.8179782848093777,1.1787067084103129,8.215585757619882,10.043769999999999,0.46356150137828883,1736.805812868924,0.2622932915896866,1.8281842423801158,0.6652106478446629,453.6556225504845,89.97658236961264,0.0015337448086134575,0.5758605883834635,0.5,7.5,0.577394333192077,1.4409999999999998,0.577394333192077,0.5059550381635644,759.5639851991231,108.97618152067763,2.49569473956135,143.380896805176,999.3648507320768,0.5758605883834635
6D5,201.0,3.717,SHWR,2.0,60.0615,4809.1,9.1,0.8179782848093777,1.6359565696187557,6.080850569272914,7.434,0.42727019999999993,1184.8743690333195,0.3640434303812445,1.3531494307270857,0.7901196743200901,398.82812750242266,89.59539092065147,0.003153066435894303,0.7872587189801731,0.5,7.5,0.7904117854160674,2.0,0.7904117854160674,0.49770833574762946,545.4664291822168,146.74910658655278,2.530326643532034,193.77718648779168,720.2698021751216,0.7872587189801731
6D5,201.0,1.859,SHWR,2.0,60.0615,4809.31,9.31,0.8179782848093777,1.6359565696187557,3.0412432629212662,3.718,0.42727019999999993,592.596570361297,0.3640434303812445,0.6767567370787335,0.7901196743200901,199.4677129478084,89.59539092065147,0.003153066435894303,0.7872587189801731,0.5,7.5,0.7904117854160674,2.0,0.7904117854160674,0.49770833574762946,272.80658914440164,146.74910658655278,2.530326643532034,193.77718648779168,360.23178968080475,0.7872587189801731
6D5,201.0,5.421,SHWR,2.0,60.0615,4820.55,20.55,0.8179782848093777,1.6359565696187557,8.868520563903273,10.842,0.42727019999999993,1728.061327557069,0.3640434303812445,1.9734794360967265,0.7901196743200901,581.6645895051475,89.59539092065147,0.003153066435894303,0.7872587189801731,0.5,7.5,0.7904117854160674,2.0,0.7904117854160674,0.49770833574762946,795.5269068057027,146.74910658655278,2.530326643532034,193.77718648779168,1050.4661279503187,0.7872587189801731
4D4,202.0,9.04,SHWR,2.0,60.1185,4831.6,7.6,0.8177892368102184,1.6355784736204368,14.785629401528746,18.08,0.42727019999999993,2878.040927321751,0.3644215263795632,3.294370598471251,0.7900384017238331,969.6535470942904,89.6096427323794,0.003141584553068122,0.7877006136304066,0.5,7.5,0.7908421981834747,2.0,0.7908421981834747,0.4976899485986669,1325.601754658067,146.63736224093662,2.528949523171501,193.60207508313783,1750.162758751566,0.7877006136304066
4D4,202.0,5.632999999999999,SHWR,2.0,60.1185,4843.46,19.46,0.8177892368102184,1.6355784736204368,9.21321354190392,11.265999999999998,0.42727019999999993,1793.3633344694051,0.3644215263795632,2.052786458096079,0.7900384017238331,604.2100034051036,89.6096427323794,0.003141584553068122,0.7877006136304066,0.5,7.5,0.7908421981834747,2.0,0.7908421981834747,0.4976899485986669,826.0082615031959,146.63736224093662,2.528949523171501,193.60207508313783,1090.5604889433152,0.7877006136304066
6D6,203.0,4.833,SHWR,2.0,60.2355,4854.26,6.26,0.8173999580019904,1.6347999160039808,7.90098799404724,9.666,0.42727019999999993,1534.6583439617639,0.36520008399601933,1.7650120059527614,0.7898710933567288,518.0434589849094,89.63891742513417,0.003118094707129093,0.7886098687214974,0.5,7.5,0.7917279634286265,2.0,0.7917279634286265,0.4976520881324431,707.5887514915679,146.40776980996645,2.5261201983303425,193.24237477462054,933.9403972857411,0.7886098687214974
6D6,203.0,3.667,SHWR,2.0,60.2355,4855.91,7.91,0.8173999580019904,1.6347999160039808,5.994811291986598,7.334,0.42727019999999993,1164.4097139060184,0.36520008399601933,1.3391887080134028,0.7898710933567288,393.0613209388915,89.63891742513417,0.003118094707129093,0.7886098687214974,0.5,7.5,0.7917279634286265,2.0,0.7917279634286265,0.4976520881324431,536.877291893147,146.40776980996645,2.5261201983303425,193.24237477462054,708.6197882985335,0.7886098687214974
6D6,203.0,9.833,SHWR,2.0,60.2355,4856.2,8.2,0.8173999580019904,1.6347999160039808,16.074987574067144,19.666,0.42727019999999993,3122.3454368251655,0.36520008399601933,3.591012425932858,0.7898710933567288,1053.9874471753806,89.63891742513417,0.003118094707129093,0.7886098687214974,0.5,7.5,0.7917279634286265,2.0,0.7917279634286265,0.4976520881324431,1439.6276005414002,146.40776980996645,2.5261201983303425,193.24237477462054,1900.1522711588439,0.7886098687214974
6D1,205.0,7.832999999999998,SHWR,2.0,60.4585,4902.29,6.29,0.8166533740362842,1.6333067480725685,12.793691757652429,15.665999999999997,0.42727019999999993,2474.8799476289914,0.3666932519274314,2.8723082423475694,0.7895503856856171,838.5023907101777,89.69479291499582,0.0030736142901788277,0.7903511689438796,0.5,7.5,0.7934247832340584,2.0,0.7934247832340584,0.49757948264295504,1143.377820244055,145.96933744977088,2.5207178326946775,192.5558150318092,1508.2896991441612,0.7903511689438796
6D1,205.0,7.584,SHWR,1.935,60.4585,4905.95,9.95,0.8166533740362842,1.5802242787602099,11.98442093011743,14.67504,0.43168851598879127,2342.303675293062,0.3547757212397899,2.6906190698825663,0.7786126173467296,774.5813994896073,89.74262254649183,0.002839693164974122,0.7661127936032942,0.5,7.5,0.7689524867682683,1.935,0.7689524867682683,0.4986166647575755,1075.1226965188528,141.76195892917363,2.5164103547312306,186.92194595787362,1417.6160381445134,0.7661127936032942
6D1,205.0,5.7189999999999985,SHWR,1.887,60.4585,4906.14,10.14,0.8166533740362842,1.5410249168064682,8.813121499216189,10.791752999999998,0.43492564962151087,1735.4033370284092,0.34597508319353154,1.9786315007838065,0.7699894300464375,563.3043346375931,89.77736960931134,0.0026763806514595867,0.748137672705467,0.5,7.5,0.7508140533569266,1.887,0.7508140533569266,0.4993714431935811,792.8108837752558,138.62753694269207,2.5132720832317004,182.72929861009592,1045.0288587511384,0.748137672705467
6D1,205.0,5.222,SHWR,2.0,60.4585,4909.38,13.38,0.8166533740362842,1.6333067480725685,8.529127838434952,10.444,0.42727019999999993,1649.9199650859948,0.3666932519274314,1.914872161565047,0.7895503856856171,559.0015938067855,89.69479291499582,0.0030736142901788277,0.7903511689438796,0.5,7.5,0.7934247832340584,2.0,0.7934247832340584,0.49757948264295504,762.2518801627036,145.96933744977088,2.5207178326946775,192.5558150318092,1005.5264660961077,0.7903511689438796
6D1,205.0,13.055,SHWR,2.0,60.4585,4914.0,18.0,0.8166533740362842,1.6333067480725685,21.32281959608738,26.11,0.42727019999999993,4124.799912714987,0.3666932519274314,4.787180403912617,0.7895503856856171,1397.5039845169636,89.69479291499582,0.0030736142901788277,0.7903511689438796,0.5,7.5,0.7934247832340584,2.0,0.7934247832340584,0.49757948264295504,1905.6297004067587,145.96933744977088,2.5207178326946775,192.5558150318092,2513.816165240269,0.7903511689438796
6D1,205.0,3.73,SHWR,1.662,60.4585,4916.3,20.3,0.8166533740362842,1.3572779076483044,5.062646595528174,6.19926,0.4497431750842484,1030.8556214074617,0.30472209235169545,1.136613404471824,0.722947103905587,303.8174445576686,89.93340418298605,0.0020092324926498373,0.6630337889247481,0.5,7.5,0.6650430214173979,1.662,0.6650430214173979,0.5027743766773792,461.1318497031976,123.62784174348461,2.499086444750296,162.71617055702447,606.9313161777013,0.6630337889247481
1E7,207.0,7.5139999999999985,SHWR,1.526,60.5875,4955.11,11.11,0.8162186997473008,1.2455497358143808,9.359060714909258,11.466363999999999,0.4583475817084571,1937.5568828817884,0.2804502641856191,2.1073032850907416,0.6887050355027781,535.0496635404116,90.05393993297797,0.001661930537454337,0.6117198450978348,0.5,7.5,0.6133817756352892,1.526,0.6133817756352892,0.5046865804119306,857.5463620687864,114.12647884865406,2.4878469830954755,150.03310912245576,1127.3487819461322,0.6117198450978348
5D7,208.0,6.714,SHWR,2.0,60.6485,4975.02,7.02,0.8160124375592209,1.6320248751184419,10.957415011545223,13.428,0.42727019999999993,2112.2767627095873,0.367975124881558,2.4705849884547804,0.7892752358505746,717.90199427728,89.74248143488225,0.003036016446054224,0.7918434246989441,0.5,7.5,0.7948794411449983,2.0,0.7948794411449983,0.4975171576116979,977.5242699275415,145.59491658140325,2.5161048285750907,191.96983610542247,1288.8854796118067,0.7918434246989441
5D7,208.0,10.817,SHWR,2.0,60.6485,4976.37,8.37,0.8160124375592209,1.6320248751184419,17.653613074156187,21.634,0.42727019999999993,3403.1125621432234,0.367975124881558,3.980386925843813,0.7892752358505746,1156.6198796689514,89.74248143488225,0.003036016446054224,0.7918434246989441,0.5,7.5,0.7948794411449983,2.0,0.7948794411449983,0.4975171576116979,1574.900212661039,145.59491658140325,2.5161048285750907,191.96983610542247,2076.537717152355,0.7918434246989441
5D7,208.0,8.579,SHWR,2.0,60.6485,4979.14,11.14,0.8160124375592209,1.6320248751184419,14.001141403641114,17.158,0.42727019999999993,2699.0203079066946,0.367975124881558,3.156858596358886,0.7892752358505746,917.3192149098577,89.74248143488225,0.003036016446054224,0.7918434246989441,0.5,7.5,0.7948794411449983,2.0,0.7948794411449983,0.4975171576116979,1249.0587893518586,145.59491658140325,2.5161048285750907,191.96983610542247,1646.9092239484196,0.7918434246989441
5D7,208.0,7.0870000000000015,SHWR,2.0,60.6485,4989.96,21.96,0.8160124375592209,1.6320248751184419,11.5661602899644,14.174000000000003,0.42727019999999993,2229.6254717490087,0.367975124881558,2.607839710035602,0.7892752358505746,757.7854384037956,89.74248143488225,0.003036016446054224,0.7918434246989441,0.5,7.5,0.7948794411449983,2.0,0.7948794411449983,0.4975171576116979,1031.831173812405,145.59491658140325,2.5161048285750907,191.96983610542247,1360.4902284791294,0.7918434246989441
4D7,209.0,3.275,SHWR,2.0,60.713,4998.5,6.5,0.8157938364617681,1.631587672923536,5.3434496288245805,6.55,0.42727019999999993,1028.8421265617878,0.368412327076464,1.2065503711754195,0.7891814288355214,350.04763582317565,89.75868758461488,0.0030233156448324916,0.7923518266748114,0.5,7.5,0.7953751423196439,2.0,0.7953751423196439,0.4974959020618997,476.4064804672722,145.46762762359458,2.5145367180663585,191.7706975598217,628.0490345084161,0.7923518266748114
4D7,209.0,7.336,SHWR,1.632,60.713,5012.63,20.63,0.8157938364617681,1.3313755411056054,9.766970969550721,11.972351999999999,0.45166678050738585,1987.9362881266643,0.3006244588943946,2.2053810304492787,0.7156046968168132,580.178527529978,90.01669414154574,0.0018986636799190881,0.6532362087092398,0.5,7.5,0.6551348723891589,1.632,0.6551348723891589,0.5031493101709237,888.9795199765696,121.18041439157165,2.4910901079779033,159.36085905903613,1169.0712620570891,0.6532362087092398
4D7,209.0,7.205,SHWR,1.81,60.713,5012.63,20.63,0.8157938364617681,1.4765868439958003,10.638808210989742,13.04105,0.44006731692125994,2109.7767880738566,0.3334131560041999,2.4022417890102603,0.7548713718950105,666.6448176428112,89.8956762740288,0.00238977207883162,0.720991339881225,0.5,7.5,0.7233811119600566,1.81,0.7233811119600566,0.5004900066814675,958.9619925592141,133.09673734340237,2.502138872683123,175.235000666427,1262.5681798016064,0.720991339881225
4D9,210.0,11.005,SHWR,1.464,60.7985,5025.86,9.86,0.8155032609798621,1.193896774074518,13.138833998690071,16.11132,0.4621641310481449,2732.0770298674056,0.27010322592548175,2.9724860013099264,0.6714897209646373,732.3602543406106,90.14512156234572,0.0015049582364262681,0.589019175318955,0.5,7.5,0.5905241335553812,1.464,0.5905241335553812,0.505498404162177,1205.3497071083577,109.52746089126376,2.4791535465039574,143.85479252452333,1583.1219917323795,0.589019175318955
4D9,210.0,13.101,SHWR,2.0,60.7985,5034.84,18.84,0.8155032609798621,1.6310065219597245,21.367816444194347,26.202,0.42727019999999993,4107.736964389982,0.3689934780402756,4.834183555805651,0.7890567650069513,1399.577539186927,89.78018360187512,0.0030065285922956653,0.7930271848246692,0.5,7.5,0.7960337134169648,2.0,0.7960337134169648,0.49746764920414094,1903.558951927979,145.29875215082657,2.512456402650366,191.5065552342492,2508.9273801238987,0.7930271848246692
4D9,210.0,4.847,SHWR,2.0,60.7985,5035.41,19.41,0.8155032609798621,1.6310065219597245,7.9054886119387815,9.694,0.42727019999999993,1519.7466656284437,0.3689934780402756,1.788511388061216,0.7890567650069513,517.8041624638605,89.78018360187512,0.0030065285922956653,0.7930271848246692,0.5,7.5,0.7960337134169648,2.0,0.7960337134169648,0.49746764920414094,704.2630516750564,145.29875215082657,2.512456402650366,191.5065552342492,928.2322732204059,0.7930271848246692
4D9,210.0,3.668,SHWR,2.0,60.7985,5036.6,20.6,0.8155032609798621,1.6310065219597245,5.982531922548269,7.336,0.42727019999999993,1150.0785577728764,0.3689934780402756,1.353468077451731,0.7890567650069513,391.8517986212997,89.78018360187512,0.0030065285922956653,0.7930271848246692,0.5,7.5,0.7960337134169648,2.0,0.7960337134169648,0.49746764920414094,532.9558228892319,145.29875215082657,2.512456402650366,191.5065552342492,702.4460445992261,0.7930271848246692
4D9,210.0,2.62,SHWR,2.0,60.7985,5036.79,20.79,0.8155032609798621,1.6310065219597245,4.273237087534477,5.24,0.42727019999999993,821.4846841234831,0.3689934780402756,0.9667629124655222,0.7890567650069513,279.894141872357,89.78018360187512,0.0030065285922956653,0.7930271848246692,0.5,7.5,0.7960337134169648,2.0,0.7960337134169648,0.49746764920414094,380.6827306351656,145.29875215082657,2.512456402650366,191.5065552342492,501.7471747137329,0.7930271848246692
3D2,211.0,9.04,SHWR,1.707,60.87,5048.15,8.15,0.8152595603177536,1.3916480694624052,12.580498547940142,15.43128,0.4468327488097995,2525.8609967226566,0.3153519305375947,2.850781452059856,0.7328963006060848,765.365626679699,90.0058303675819,0.0020723705872730536,0.6829592761449356,0.5,7.5,0.6850316467322086,1.707,0.6850316467322086,0.5020063553723999,1138.8087116807108,125.97441500892819,2.4918556801614415,165.6786730118613,1497.735204027226,0.6829592761449356
