Day,Day of Year (Day),Duration (min),Fixture,Flow Rate (gpm),Mains Temperature (deg F),Start Time of Year (hr),Start time (hr),Fraction Hot Water,Hot Water Flow Rate (gpm),Hot Water Volume (gal),Mixed Water Volume (gal),Effectiveness Generic Equal (-),Savings Generic Equal (Btu),Potable Flow Rate Unequal-WaterHeater (gal/min),Potable Flow Unequal-WaterHeater (gal),Effectiveness Generic Unequal_WaterHeater (-),Savings Generic Unequal_WaterHeater (Btu),Fixture Cold Temperature Generic (deg F),Flow_Delta Generic (gal/min),Flow_Cold_ThroughDWHR_Generic,FlowRate Effectiveness Minimum,FlowRate Effectiveness Maximum,FlowRate_Cold_Effectiveness Generic,FlowRate_Draw_Effectiveness Generic,FlowRate_Minimum,"Effectiveness_Draw_Generic Equal, Flow=Cold","HeatRecovered_Draw Generic Equal, Flow=Cold",HeatRecoveryRate_Equal Generic (Btu/min),Flow Ratio Generic,HeatRecoveryRate_Unequal-Fixture Generic (Btu/min),HeatRecovered_Draw_Generic_Unequal-Fixture (Btu),Flow_Cold_ThroughDWHR_PostCalcuations Generic
4D4,92.0,9.04,SHWR,2.0,53.6635,2191.6,7.6,0.8369649393101987,1.673929878620397,15.13232610272839,18.08,0.42727019999999993,3291.96992224977,0.3260701213796027,2.9476738972716077,0.7983540591194641,1002.8357363905918,88.03558497620432,0.004605352132680984,0.7417182973318838,0.5,7.5,0.7463236494645648,2.0,0.7463236494645648,0.4995564411630241,1436.266482579553,158.87903568357888,2.6798025245948733,212.94215888778234,1924.9971163455523,0.7417182973318838
4D4,92.0,5.632999999999999,SHWR,2.0,53.6635,2203.46,19.46,0.8369649393101987,1.673929878620397,9.429247006268696,11.265999999999998,0.42727019999999993,2051.2905500036454,0.3260701213796027,1.8367529937313016,0.7983540591194641,624.8864715805536,88.03558497620432,0.004605352132680984,0.7417182973318838,0.5,7.5,0.7463236494645648,2.0,0.7463236494645648,0.4995564411630241,894.9656080055996,158.87903568357888,2.6798025245948733,212.94215888778234,1199.5031810148778,0.7417182973318838
6D5,93.0,6.97,SHWR,1.4409999999999998,53.6965,2215.52,7.52,0.8368771766701738,1.2059400115817205,8.40540188072459,10.043769999999999,0.46356150137828883,1982.8035430760003,0.23505998841827952,1.6383681192754083,0.6676694433329023,465.85263442488446,88.44304935363476,0.0022919220278322383,0.5426074774880921,0.5,7.5,0.5448993995159244,1.4409999999999998,0.5448993995159244,0.5070542765284568,820.1232497427535,117.66474171345101,2.6445248449166026,157.16527010689944,1095.441932645089,0.5426074774880921
6D5,93.0,3.717,SHWR,2.0,53.6965,2217.1,9.1,0.8368771766701738,1.6737543533403476,6.2213449313660725,7.434,0.42727019999999993,1352.6976243466272,0.3262456466596524,1.212655068633928,0.7983156685143146,412.2754801783436,88.04343979555435,0.004597005723776637,0.7419344251757173,0.5,7.5,0.7465314308994939,2.0,0.7465314308994939,0.49954789723058735,590.3279692975043,158.81839367702563,2.6790566575210435,212.84562043897452,791.1471711716683,0.7419344251757173
6D5,93.0,1.859,SHWR,2.0,53.6965,2217.31,9.31,0.8368771766701738,1.6737543533403476,3.1115093428597063,3.718,0.42727019999999993,676.5307731128275,0.3262456466596524,0.6064906571402938,0.7983156685143146,206.19319818443395,88.04343979555435,0.004597005723776637,0.7419344251757173,0.5,7.5,0.7465314308994939,2.0,0.7465314308994939,0.49954789723058735,295.2433938455906,158.81839367702563,2.6790566575210435,212.84562043897452,395.6800083960536,0.7419344251757173
6D5,93.0,5.421,SHWR,2.0,53.6965,2228.55,20.55,0.8368771766701738,1.6737543533403476,9.073422349458024,10.842,0.42727019999999993,1972.8205062101338,0.3262456466596524,1.7685776505419757,0.7983156685143146,601.2766688315312,88.04343979555435,0.004597005723776637,0.7419344251757173,0.5,7.5,0.7465314308994939,2.0,0.7465314308994939,0.49954789723058735,860.954512123156,158.81839367702563,2.6790566575210435,212.84562043897452,1153.8361083996808,0.7419344251757173
1E9,94.0,6.2879999999999985,SHWR,2.0,53.674,2248.02,16.02,0.8369370250790855,1.6738740501581708,10.525320027394578,12.575999999999997,0.42727019999999993,2289.344365091061,0.3261259498418289,2.05067997260542,0.7983418480768281,697.5137559560409,88.0380840359447,0.004602695467138873,0.7417870460935831,0.5,7.5,0.746389741560722,2.0,0.746389741560722,0.49955372364109923,998.910060695869,158.85974247707844,2.679565230650067,212.91144451625513,1338.787163118212,0.7417870460935831
2E1,95.0,15.518,SHWR,2.0,53.6585,2265.46,9.46,0.8369782284424084,1.6739564568848169,25.976456297938586,31.036,0.42727019999999993,5651.522647976082,0.326043543115183,5.0595437020614105,0.7983598725411025,1721.500593774769,88.03439501365592,0.0046066175363226325,0.7416855661175932,0.5,7.5,0.7462921836539158,2.0,0.7462921836539158,0.4995577348925668,2465.627433285717,158.8882222764349,2.6799155127256116,212.95678398953308,3304.6633739495746,0.7416855661175932
2E1,95.0,8.115,SHWR,2.0,53.6585,2268.2,12.2,0.8369782284424084,1.6739564568848169,13.58415664762029,16.23,0.42727019999999993,2955.4134739222773,0.326043543115183,2.6458433523797105,0.7983598725411025,900.2434152907751,88.03439501365592,0.0046066175363226325,0.7416855661175932,0.5,7.5,0.7462921836539158,2.0,0.7462921836539158,0.4995577348925668,1289.3779237732692,158.8882222764349,2.6799155127256116,212.95678398953308,1728.144302075061,0.7416855661175932
6D1,96.0,7.832999999999998,SHWR,2.0,53.706,2286.29,6.29,0.8368518941495089,1.6737037882990178,13.110121773746204,15.665999999999997,0.42727019999999993,2850.0722255353207,0.32629621170098216,2.555878226253793,0.7983046095778487,868.7682381809813,88.0457013749785,0.0045946046613329905,0.7419966766055688,0.5,7.5,0.7465912812669018,2.0,0.7465912812669018,0.4995454359003614,1243.8877062216218,158.80093274883467,2.6788418913842262,212.81782495115021,1667.0020228423593,0.7419966766055688
6D1,96.0,7.584,SHWR,1.935,53.706,2289.95,9.95,0.8368518941495089,1.6193084151792998,12.28083502071981,14.67504,0.43168851598879127,2697.3973647156545,0.31569158482070026,2.3942049792801905,0.7866234278899209,801.9057843992229,88.09614973214264,0.004257142589552232,0.7192279100333041,0.5,7.5,0.7234850526228563,1.935,0.7234850526228563,0.5004858213537183,1169.2699956294675,154.1758960481893,2.6745542191715344,206.53430705249886,1566.3561846861512,0.7192279100333041
6D1,96.0,5.7189999999999985,SHWR,1.887,53.706,2290.14,10.14,0.8368518941495089,1.5791395242601232,9.031098939243645,10.791752999999998,0.43492564962151087,1998.490817990755,0.3078604757398767,1.7606540607563543,0.7774532067121389,582.8320580132142,88.13277002980328,0.004020988097682698,0.7023425943400982,0.5,7.5,0.7063635824377809,1.887,0.7063635824377809,0.501169768868539,862.0419541390236,150.7329872598398,2.6714287753732178,201.8613396925771,1154.4450017018482,0.7023425943400982
6D1,96.0,5.222,SHWR,2.0,53.706,2293.38,13.38,0.8368518941495089,1.6737037882990178,8.740081182497471,10.444,0.42727019999999993,1900.0481503568808,0.32629621170098216,1.703918817502529,0.7983046095778487,579.1788254539877,88.0457013749785,0.0045946046613329905,0.7419966766055688,0.5,7.5,0.7465912812669018,2.0,0.7465912812669018,0.4995454359003614,829.2584708144147,158.80093274883467,2.6788418913842262,212.81782495115021,1111.3346818949065,0.7419966766055688
6D1,96.0,13.055,SHWR,2.0,53.706,2298.0,18.0,0.8368518941495089,1.6737037882990178,21.85020295624368,26.11,0.42727019999999993,4750.120375892202,0.32629621170098216,4.259797043756322,0.7983046095778487,1447.9470636349688,88.0457013749785,0.0045946046613329905,0.7419966766055688,0.5,7.5,0.7465912812669018,2.0,0.7465912812669018,0.4995454359003614,2073.1461770360365,158.80093274883467,2.6788418913842262,212.81782495115021,2778.336704737266,0.7419966766055688
6D1,96.0,3.73,SHWR,1.662,53.706,2300.3,20.3,0.8368518941495089,1.3908478480764837,5.187862473325284,6.19926,0.4497431750842484,1187.133532648751,0.27115215192351616,1.0113975266747153,0.7278956519571944,313.46290358972556,88.29691754814073,0.0030505392198709735,0.6224000554978171,0.5,7.5,0.625450594717688,1.662,0.625450594717688,0.504249387996403,500.88999977043653,134.2868632092323,2.6572842268223966,179.5906259653376,669.8730348507092,0.6224000554978171
4D1,97.0,15.833,SHWR,2.0,53.739,2310.41,6.41,0.836764009728865,1.67352801945773,26.496969132074238,31.666,0.42727019999999993,5757.201870183288,0.32647198054226995,5.16903086792576,0.7982661696490263,1755.7896976440354,88.05355858198604,0.004586270002883586,0.7422130325019393,0.5,7.5,0.7467993025048228,2.0,0.7467993025048228,0.4995368800579855,2513.334651244879,158.74026724214482,2.6780956989272013,212.72125789284354,3368.015676217392,0.7422130325019393
4D1,97.0,13.5,SHWR,2.0,53.739,2310.81,6.81,0.836764009728865,1.67352801945773,22.59262826267936,27.0,0.42727019999999993,4908.875465639764,0.32647198054226995,4.407371737320644,0.7982661696490263,1497.073259533536,88.05355858198604,0.004586270002883586,0.7422130325019393,0.5,7.5,0.7467993025048228,2.0,0.7467993025048228,0.4995368800579855,2142.993607768955,158.74026724214482,2.6780956989272013,212.72125789284354,2871.736981553388,0.7422130325019393
6D4,98.0,3.013,SHWR,2.0,53.7615,2333.25,5.25,0.8367040342268345,1.673408068453669,5.041978510250903,6.026,0.42727019999999993,1095.107393088023,0.32659193154633115,0.9840214897490958,0.7982399386144237,334.08964555971994,88.05891683260887,0.004580592509986103,0.7423606495602056,0.5,7.5,0.7469412420701917,2.0,0.7469412420701917,0.4995310412185388,478.15976738098857,158.69889392000948,2.677586786420953,212.65540396467645,640.7307321455701,0.7423606495602056
6D4,98.0,11.005,SHWR,2.0,53.7615,2333.65,5.65,0.8367040342268345,1.673408068453669,18.41585579333263,22.01,0.42727019999999993,3999.8861138180196,0.32659193154633115,3.5941442066673743,0.7982399386144237,1220.2643708545363,88.05891683260887,0.004580592509986103,0.7423606495602056,0.5,7.5,0.7469412420701917,2.0,0.7469412420701917,0.4995310412185388,1746.4813275897045,158.69889392000948,2.677586786420953,212.65540396467645,2340.2727206312647,0.7423606495602056
6D4,98.0,9.957,SHWR,2.0,53.7615,2347.47,19.47,0.8367040342268345,1.673408068453669,16.662124137593178,19.914,0.42727019999999993,3618.979194483056,0.32659193154633115,3.2518758624068194,0.7982399386144237,1104.0592767468079,88.05891683260887,0.004580592509986103,0.7423606495602056,0.5,7.5,0.7469412420701917,2.0,0.7469412420701917,0.4995310412185388,1580.1648867615345,158.69889392000948,2.677586786420953,212.65540396467645,2117.4098572762837,0.7423606495602056
4D3,99.0,3.406,SHWR,1.405,53.802,2364.56,12.56,0.8365959671884702,1.1754173338998006,4.0034714392627215,4.78543,0.46572770267764124,947.1845551099589,0.22958266610019937,0.781958560737279,0.6566453815687335,218.2208288104638,88.49073591793943,0.002170423247066511,0.5300033964167251,0.5,7.5,0.5321738196637916,1.405,0.5321738196637916,0.5074726104196452,390.9239917478511,114.77510033700854,2.640114842341603,153.23943849960173,521.9335275296435,0.5300033964167251
4D3,99.0,1.965,SHWR,1.888,53.802,2372.61,20.61,0.8365959671884702,1.5794931860518318,3.103704110591849,3.70992,0.4348584478415708,685.6366500318156,0.3085068139481682,0.6062158894081505,0.777553530931926,200.3268589638438,88.15481148571439,0.004004314633805239,0.7032917645541229,0.5,7.5,0.7072960791879281,1.888,0.7072960791879281,0.5011328033726309,296.0044264326071,150.63838495298072,2.669320607810636,201.69359597834153,396.3279160974411,0.7032917645541229
2E6,101.0,21.356,SHWR,1.3630000000000002,53.896,2406.78,6.78,0.8363445928253469,1.139937680020948,24.344509094527364,29.108228000000008,0.4682213337978948,5781.631827966071,0.22306231997905218,4.763718905472639,0.6433634475808963,1300.1275964794452,88.53904186770657,0.002038877534865202,0.5150985059518954,0.5,7.5,0.5171373834867606,1.3630000000000002,0.5171373834867606,0.5079579789804144,2379.7815830403997,111.4338632253418,2.6356632560772795,148.7135444247152,3175.926454734218,0.5150985059518954
2E6,101.0,7.546,SHWR,1.332,53.896,2418.46,18.46,0.8363445928253469,1.114010997643362,8.40632698821681,10.051272,0.4700377287930562,2004.1822500969502,0.21798900235663787,1.6449450117831894,0.633271274632694,441.9006497522088,88.5580434436923,0.001954038160517868,0.5037448712100894,0.5,7.5,0.5056989093706072,1.332,0.5056989093706072,0.5083206712899844,822.8677763162868,109.04688262871545,2.6339783917228674,145.5039393504036,1097.9727263381458,0.5037448712100894
2E7,102.0,8.827,SHWR,1.293,53.89400000000001,2431.6,7.6,0.8363499492684843,1.0814004844041505,9.545522075835432,11.413310999999998,0.4722925811571615,2286.77395918713,0.21159951559584989,1.8677889241645669,0.6201940733070814,491.42344299392045,88.58107470447624,0.0018514807247979048,0.4894218767555533,0.5,7.5,0.5,1.293,0.4912733574803512,0.5087699525342548,935.9620848765567,106.03399624748575,2.63193592795578,141.45537690352663,1248.6266119274296,0.4894218767555533
2E7,102.0,8.542,SHWR,1.229,53.89400000000001,2441.01,17.01,0.8363499492684843,1.027874087650967,8.780100456714562,10.498118,0.4759163000795755,2119.5442725500807,0.20112591234903288,1.7180175432854388,0.5977926779076448,435.69105970072127,88.61864847421558,0.0016919435800052396,0.4658593775223413,0.5,7.5,0.5,1.229,0.46755132110234654,0.5094888468647141,863.2249806794009,101.0565418730275,2.6285884447987113,134.77077279587624,1151.211941222375,0.4658593775223413
6D6,103.0,4.833,SHWR,2.0,53.9025,2454.26,6.26,0.8363271819632554,1.6726543639265108,8.083938540856828,9.666,0.42727019999999993,1751.772157191217,0.3273456360734891,1.582061459143173,0.7980751502568185,535.5442535946923,88.09251488437974,0.004545110000389707,0.7432875987503438,0.5,7.5,0.7478327087507335,2.0,0.7478327087507335,0.49949435282070387,765.7377515047725,158.43942716837833,2.6743949236200595,212.2424833820333,1025.767922185367,0.7432875987503438
6D6,103.0,3.667,SHWR,2.0,53.9025,2455.91,7.91,0.8363271819632554,1.6726543639265108,6.1336235525185145,7.334,0.42727019999999993,1329.1430789199649,0.3273456360734891,1.2003764474814844,0.7980751502568185,406.33990853129234,88.09251488437974,0.004545110000389707,0.7432875987503438,0.5,7.5,0.7478327087507335,2.0,0.7478327087507335,0.49949435282070387,580.9973794264433,158.43942716837833,2.6743949236200595,212.2424833820333,778.2931865619161,0.7432875987503438
6D6,103.0,9.833,SHWR,2.0,53.9025,2456.2,8.2,0.8363271819632554,1.6726543639265108,16.447210360489382,19.666,0.42727019999999993,3564.0752372566185,0.3273456360734891,3.2187896395106184,0.7980751502568185,1089.5937607276244,88.09251488437974,0.004545110000389707,0.7432875987503438,0.5,7.5,0.7478327087507335,2.0,0.7478327087507335,0.49949435282070387,1557.9348873466643,158.43942716837833,2.6743949236200595,212.2424833820333,2086.9803390955335,0.7432875987503438
6D7,104.0,3.667,SHWR,2.0,53.9005,2478.21,6.21,0.8363325395461502,1.6726650790923003,6.133662845031465,7.334,0.42727019999999993,1329.1951027206958,0.3273349209076997,1.2003371549685349,0.7980774926027667,406.343704192147,88.09203807855933,0.004545612136197308,0.7432744277842795,0.5,7.5,0.7478200399204769,2.0,0.7478200399204769,0.49949487441231066,581.0108839725765,158.44310989162162,2.674440230583657,212.24834326250055,778.3146747435895,0.7432744277842795
6D7,104.0,5.0,SHWR,1.446,53.9005,2481.89,9.89,0.8363325395461502,1.2093368521837329,6.046684260918665,7.2299999999999995,0.4632586008305895,1420.7151490382914,0.23666314781626688,1.1833157390813345,0.6690962802581125,335.8415916036636,88.48785245514497,0.002279811473325788,0.5454103623833416,0.5,7.5,0.5476901738566674,1.446,0.5476901738566674,0.5069616139541386,588.8778963170167,117.77557926340334,2.6401788255898557,157.24644691311258,786.2322345655629,0.5454103623833416
6D7,104.0,8.667,SHWR,2.0,53.9005,2491.57,19.57,0.8363325395461502,1.6726650790923003,14.496988240492964,17.334,0.42727019999999993,3141.5691178839024,0.3273349209076997,2.837011759507033,0.7980774926027667,960.3983867557506,88.09203807855933,0.004545612136197308,0.7432744277842795,0.5,7.5,0.7478200399204769,2.0,0.7478200399204769,0.49949487441231066,1373.2264334306844,158.44310989162162,2.674440230583657,212.24834326250055,1839.5563910560923,0.7432744277842795
6D2,105.0,4.833,SHWR,2.0,53.86,2503.6,7.6,0.8364409551848218,1.6728819103696435,8.085038272816487,9.666,0.42727019999999993,1753.2291818339222,0.32711808963035655,1.5809617271835132,0.798124894585484,535.6504937873746,88.08238423391253,0.004555787578981674,0.7430078567804389,0.5,7.5,0.7475636443594206,2.0,0.7475636443594206,0.49950542927063385,766.1159015559134,158.51767050608595,2.675357496436011,212.36698816978273,1026.36965382456,0.7430078567804389
4D8,106.0,12.053,SHWR,1.585,53.8295,2528.25,8.25,0.8365225067638813,1.325888173220752,15.98093015182972,19.104005,0.4546520741766412,3689.366777830426,0.25911182677924816,3.123074848170278,0.7082138802547375,939.4962691502049,88.3792517811344,0.002746140689796839,0.595400244564404,0.5,7.5,0.5981463852542008,1.585,0.5981463852542008,0.5052300587218826,1547.1771864360535,128.36448904306425,2.6498530110257295,171.54615422897567,2067.645796921844,0.595400244564404
4D8,106.0,11.005,SHWR,1.614,53.8295,2540.8,20.8,0.8365225067638813,1.3501473259169046,14.858371321715536,17.76207,0.4528142617271233,3416.3464587449935,0.26385267408309565,2.9036986782844676,0.7157627660481642,882.8133305100412,88.359418206562,0.0028500794529504603,0.6058426248024185,0.5,7.5,0.6086927042553689,1.614,0.6086927042553689,0.5048548546106456,1436.491011450583,130.53075978651367,2.6515842702180112,174.47058538605592,1920.0487921735455,0.6058426248024185
4D8,106.0,8.516,SHWR,1.575,53.8295,2541.73,21.73,0.8365225067638813,1.317522948153113,11.22002542647191,13.4127,0.4552826035570312,2593.8538359629824,0.257477051846887,2.1926745735280897,0.7055633238176754,657.140767755293,88.38603869612214,0.002711016321693127,0.591794653195994,0.5,7.5,0.5945056695176871,1.575,0.5945056695176871,0.5053585292269529,1086.7746165444994,127.6156196036284,2.6492598485692693,170.5355037494673,1452.2803499304634,0.591794653195994
3E8,109.0,7.729,SHWR,1.829,53.9385,2600.3,8.3,0.8362306854564661,1.5294659236998764,11.821242124276345,14.136341,0.4388048340500972,2629.241974516402,0.29953407630012363,2.3150988757236557,0.7655242159372437,751.1914190787539,88.23145026374323,0.0037011858810132026,0.683264509291926,0.5,7.5,0.6869656951729392,1.829,0.6869656951729392,0.5019312244193953,1129.600073316004,146.1508698817446,2.6624328010142646,195.554796300933,1511.4430206099112,0.683264509291926
3E8,109.0,5.632999999999999,SHWR,1.521,53.9385,2611.85,19.85,0.8362306854564661,1.2719068725792848,7.1646514132391115,8.567792999999998,0.45865797390273555,1665.6358296759536,0.24909312742071515,1.4031415867608883,0.6907723479412721,410.8266248814517,88.44792458417592,0.0025115330006504344,0.5728365772468162,0.5,7.5,0.5753481102474667,1.521,0.5753481102474667,0.5060255601727947,695.1284081791259,123.40287736181892,2.6436169214943503,164.81509346654073,928.4034214970238,0.5728365772468162
3D6,110.0,9.294,SHWR,2.0,53.95,2622.03,6.03,0.8361998361998362,1.6723996723996724,15.543282555282554,18.588,0.42727019999999993,3365.577428930285,0.3276003276003276,3.044717444717445,0.7980194777894408,1029.6385771855407,88.10384103682549,0.004533194096356885,0.7436006021299716,0.5,7.5,0.7481337962263285,2.0,0.7481337962263285,0.4994819549361602,1471.7229546831923,158.35194261708546,2.67331860970354,212.1032870548295,1971.2879498875855,0.7436006021299716
4D7,112.0,3.275,SHWR,2.0,53.7845,2670.5,6.5,0.8366426803669006,1.6732853607338012,5.4800095564032,6.55,0.42727019999999993,1189.799804297542,0.3267146392661989,1.0699904435968015,0.7982131062158395,363.1020847897165,88.06439504784981,0.004574793230970764,0.742511632299666,0.5,7.5,0.7470864255306368,2.0,0.7470864255306368,0.4995250681712681,519.6003401147318,158.65659240144484,2.6770664432558124,212.588075919268,696.2259486356027,0.742511632299666
4D7,112.0,7.336,SHWR,1.632,53.7845,2684.63,20.63,0.8366426803669006,1.3654008543587817,10.016580667576024,11.972351999999999,0.45166678050738585,2298.9398912672154,0.26659914564121834,1.9557713324239778,0.7203740156385279,598.9714253163883,88.33636534277088,0.0029237180905961058,0.6120695925292868,0.5,7.5,0.6149933106198829,1.632,0.6149933106198829,0.5046285425300392,967.9022846632536,131.9386974731807,2.653687400851603,176.38857945392743,1293.9866188740118,0.6120695925292868
4D7,112.0,7.205,SHWR,1.81,53.7845,2684.63,20.63,0.8366426803669006,1.51432325146409,10.910699026798769,13.04105,0.44006731692125994,2439.8417840358707,0.29567674853591003,2.1303509732012316,0.7616725499663988,689.8417143673453,88.20896869553849,0.0036481836659782996,0.6755992255134206,0.5,7.5,0.6792474091793989,1.81,0.6792474091793989,0.5022301929531284,1044.948249804317,145.0309853996276,2.6647138811860427,194.09922840175773,1398.4849406346646,0.6755992255134206
4D5,113.0,5.595,SHWR,2.0,53.8065,2694.9,6.9,0.8365839509098189,1.6731679018196377,9.361374410680874,11.19,0.42727019999999993,2031.7772125665276,0.3268320981803623,1.828625589319127,0.7981874229696533,620.2589903771199,88.0696359245816,0.00456925023717869,0.742656131346389,0.5,7.5,0.7472253815835677,2.0,0.7472253815835677,0.4995193506020453,887.4572012299698,158.61612175692042,2.676568608739538,212.52366505299966,1189.069905971533,0.742656131346389
4D5,113.0,6.341,SHWR,1.38,53.8065,2695.18,7.18,0.8365839509098189,1.1544858522555501,7.320594789152442,8.75058,0.46721646369216,1737.3942195260427,0.22551414774444997,1.4299852108475573,0.6488098473992506,394.26876586044136,88.50745549114771,0.0020976934142892256,0.5209012669730093,0.5,7.5,0.5229989603872985,1.38,0.5229989603872985,0.5077699264705369,715.5977212516045,112.85250295719989,2.638628571991927,150.65058799863021,955.2753784993142,0.5209012669730093
5D1,114.0,3.833,SHWR,2.0,53.89150000000001,2718.94,6.94,0.8363566443293486,1.6727132886586973,6.411510035428788,7.666,0.42727019999999993,1389.610624831015,0.3272867113413028,1.2544899645712138,0.7980880314031455,424.7561703952686,88.08989253712772,0.004547872160968969,0.7432151665538269,0.5,7.5,0.7477630387147959,2.0,0.7477630387147959,0.49949722115034095,607.375958461515,158.45968131007433,2.674644100405743,212.274711707786,813.6489699759437,0.7432151665538269
5D1,114.0,23.667,SHWR,1.851,53.89150000000001,2719.0,7.0,0.8363566443293486,1.5480961486536242,36.638791550185324,43.807617,0.4373377992524811,8128.087156666198,0.3029038513463757,7.168825449814674,0.770088968315328,2342.1279419381926,88.203903996456,0.003811091490307117,0.6907722676300273,0.5,7.5,0.6945833591203344,1.851,0.6945833591203344,0.5016339091718067,3498.4540828418617,147.81992152963457,2.664906919659329,197.8354399764183,4682.171357921892,0.6907722676300273
5D1,114.0,13.667,SHWR,1.643,53.89150000000001,2727.53,15.53,0.8363566443293486,1.3741339666331198,18.780288921974847,22.454881,0.4509630538528203,4296.090562381339,0.26886603336688025,3.6745920780251526,0.7230700549650028,1127.2265717488033,88.35401591829378,0.002946657746630832,0.6166032355802541,0.5,7.5,0.6195498933268849,1.643,0.6195498933268849,0.5044638739445105,1812.1796900606646,132.59527987566142,2.6519252407216953,177.2359585900555,2422.2838460502885,0.6166032355802541
5D1,114.0,12.5,SHWR,1.405,53.89150000000001,2727.54,15.54,0.8363566443293486,1.1750810852827351,14.688513566034189,17.5625,0.46572770267764124,3470.085024328921,0.22991891471726525,2.8739864339658157,0.6566182958333558,800.6070324391292,88.5117912337,0.0021589966863084786,0.5304246928873239,0.5,7.5,0.5325836895736323,1.405,0.5325836895736323,0.5074592442025683,1433.246039801358,114.65968318410863,2.6380830421690034,153.05486942438176,1913.185867804772,0.5304246928873239
2E8,115.0,9.171,SHWR,2.0,54.0535,2745.94,9.94,0.8359216690047829,1.671843338009566,15.332475252885725,18.342,0.42727019999999993,3314.303068148109,0.32815666199043425,3.009524747114272,0.7978978922563894,1015.5192552670976,88.12853353525354,0.004507295206139239,0.7442839052434538,0.5,7.5,0.748791200449593,2.0,0.748791200449593,0.49945487341288747,1450.4962368566664,158.16118600552466,2.6709715589594936,211.79982466391274,1942.4161919927437,0.7442839052434538
2E8,115.0,4.585,SHWR,2.0,54.0535,2754.28,18.28,0.8359216690047829,1.671843338009566,7.66540170477386,9.17,0.42727019999999993,1656.9708393260366,0.32815666199043425,1.504598295226141,0.7978978922563894,507.7042618470879,88.12853353525354,0.004507295206139239,0.7442839052434538,0.5,7.5,0.748791200449593,2.0,0.748791200449593,0.49945487341288747,725.1690378353305,158.16118600552466,2.6709715589594936,211.79982466391274,971.10219608404,0.7442839052434538
2E8,115.0,6.157,SHWR,2.0,54.0535,2757.28,21.28,0.8359216690047829,1.671843338009566,10.293539432124897,12.314,0.42727019999999993,2225.0751270949636,0.32815666199043425,2.0204605678751038,0.7978978922563894,681.7742944803754,88.12853353525354,0.004507295206139239,0.7442839052434538,0.5,7.5,0.748791200449593,2.0,0.748791200449593,0.49945487341288747,973.7984222360153,158.16118600552466,2.6709715589594936,211.79982466391274,1304.0515204557107,0.7442839052434538
2D6,117.0,6.837999999999999,SHWR,2.0,54.19150000000001,2791.31,7.31,0.8355493064291999,1.6710986128583998,11.426972314725734,13.675999999999998,0.42727019999999993,2464.48762595224,0.32890138714160033,2.249027685274263,0.797735182460326,756.6908693427202,88.16148554038497,0.004472902290439618,0.7451977280670579,0.5,7.5,0.7496706303574975,2.0,0.7496706303574975,0.499418620802615,1079.7650603422696,157.9065604478312,2.667838273251087,211.39486381504904,1445.518078767305,0.7451977280670579
4D6,118.0,7.211,SHWR,1.88,54.227500000000006,2815.29,7.29,0.8354518902464108,1.570649553663252,11.325953931465714,13.55668,0.43539576815616005,2487.6808839241135,0.3093504463367477,2.230726068534288,0.7755603639316317,729.153506750991,88.26208108277297,0.00387258883489372,0.7031212884667438,0.5,7.5,0.7069938773016375,1.88,0.7069938773016375,0.5011447866917849,1076.7911702662122,149.3261919659149,2.659146083662478,199.73981091856538,1440.3237765337751,0.7031212884667438
4D6,118.0,6.837999999999999,SHWR,1.84,54.227500000000006,2819.3,11.3,0.8354518902464108,1.5372314780533958,10.511588846929119,12.581919999999998,0.43807200412416,2323.001764004336,0.3027685219466042,2.070331153070879,0.7675279677607678,669.716728796412,88.2919931698742,0.0036901615644727714,0.6889319789766333,0.5,7.5,0.692622140541106,1.84,0.692622140541106,0.5017106674106921,1001.465337801193,146.45588444006918,2.6565711551792344,195.85148737849426,1339.2324706941436,0.6889319789766333
4D6,118.0,3.606,SHWR,1.5830000000000002,54.227500000000006,2820.82,12.82,0.8354518902464108,1.3225203422600684,4.769008354189807,5.708298,0.45477831304572464,1094.1163402807904,0.26047965773993176,0.9392896458101938,0.707467039986196,280.0675981364018,88.47468453074377,0.0026765477326066156,0.5967883781946921,0.5,7.5,0.5994649259272987,1.5830000000000002,0.5994649259272987,0.5051833973950983,460.2520061694723,127.635054400852,2.6406882730483243,170.41869061534194,614.529798358923,0.5967883781946921
4D6,118.0,8.081,SHWR,1.893,54.227500000000006,2824.48,16.48,0.8354518902464108,1.5815104282364556,12.780185770578795,15.297333,0.43452228272146237,2801.4630173940727,0.3114895717635444,2.517147229421202,0.7780989328960525,825.4686016684427,88.25227746440399,0.003933420471347482,0.7077238061972512,0.5,7.5,0.7116572266685987,1.893,0.7116572266685987,0.5009594845940415,1214.2152820661174,150.25557258583314,2.659988445366443,200.99938542388773,1624.2760336104366,0.7077238061972512
2D5,119.0,9.833,SHWR,1.411,54.33,2841.06,9.06,0.8351738915444207,1.1784303609691775,11.587505739409925,13.874363,0.4653684831321041,2715.7481790624174,0.23256963903082248,2.2868572605900774,0.6583355116970105,633.236320625445,88.61137830878035,0.0021206679815279905,0.5347001508871853,0.5,7.5,0.5368208188687132,1.411,0.5368208188687132,0.5073206471279527,1126.3604785855248,114.5490164329833,2.628437553844347,152.76230305151017,1502.1117259054995,0.5347001508871853
